Row,Accelerator Pedal Position (APP) Indicated Angle [%],Air Conditioning (AC) Relay Command,Air Flow Calculated [g/s],Calculated Three Way Catalyst (TWC) Temperature Bank 1 [degree C],Calculated Three Way Catalyst (TWC) Temperature Bank 2 [degree C],Camshaft Position (CMP) Sensor [rpm],Cycles Of Misfire Data,Cylinder 1 Injector Circuit Open Test Status,Cylinder 1 Injector Circuit Short Gnd Test Status,Cylinder 1 Injector Circuit Short Volts Test Status,Cylinder 1 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 1 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 1 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 2 Injector Circuit Open Test Status,Cylinder 2 Injector Circuit Short Gnd Test Status,Cylinder 2 Injector Circuit Short Volts Test Status,Cylinder 2 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 2 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 2 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 3 Injector Circuit Open Test Status,Cylinder 3 Injector Circuit Short Gnd Test Status,Cylinder 3 Injector Circuit Short Volts Test Status,Cylinder 3 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 3 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 3 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 4 Injector Circuit Open Test Status,Cylinder 4 Injector Circuit Short Gnd Test Status,Cylinder 4 Injector Circuit Short Volts Test Status,Cylinder 4 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 4 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 4 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 5 Injector Circuit Open Test Status,Cylinder 5 Injector Circuit Short Gnd Test Status,Cylinder 5 Injector Circuit Short Volts Test Status,Cylinder 5 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 5 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 5 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 6 Injector Circuit Open Test Status,Cylinder 6 Injector Circuit Short Gnd Test Status,Cylinder 6 Injector Circuit Short Volts Test Status,Cylinder 6 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 6 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 6 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 7 Injector Circuit Open Test Status,Cylinder 7 Injector Circuit Short Gnd Test Status,Cylinder 7 Injector Circuit Short Volts Test Status,Cylinder 7 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 7 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 7 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 8 Injector Circuit Open Test Status,Cylinder 8 Injector Circuit Short Gnd Test Status,Cylinder 8 Injector Circuit Short Volts Test Status,Cylinder 8 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 8 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 8 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder Deactivation Performance Test,Engine Coolant Temperature (ECT) Sensor [degree C],Engine Load [%],Engine Oil Pressure Sensor [kPa],Engine Run Time,Engine Speed [rpm],Fuel Tank Level Remaining [%],Ignition 1 Signal [V],Injector 1 Disabled Due To Misfire,Injector 2 Disabled Due To Misfire,Injector 3 Disabled Due To Misfire,Injector 4 Disabled Due To Misfire,Injector 5 Disabled Due To Misfire,Injector 6 Disabled Due To Misfire,Injector 7 Disabled Due To Misfire,Injector 8 Disabled Due To Misfire,Injector PWM Bank 1 [ms],Injector PWM Bank 2 [ms],Intake Air Temperature (IAT) Sensor [degree C],Malfunction Indicator Lamp (MIL) Requested By DTC,Manifold Absolute Pressure (MAP) Sensor [kPa],Mass Air Flow (MAF) Sensor [g/s],Misfire Current Cylinder 1,Misfire Current Cylinder 2,Misfire Current Cylinder 3,Misfire Current Cylinder 4,Misfire Current Cylinder 5,Misfire Current Cylinder 6,Misfire Current Cylinder 7,Misfire Current Cylinder 8,Misfire History Cylinder 1,Misfire History Cylinder 2,Misfire History Cylinder 3,Misfire History Cylinder 4,Misfire History Cylinder 5,Misfire History Cylinder 6,Misfire History Cylinder 7,Misfire History Cylinder 8,Power Enrichment,Spark [deg],Throttle Position (TP) Indicated Angle [%],Total Misfire [counts],Vehicle Speed Sensor [km/h]
119,0.500,Off,6.258,294,294,631,31,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,19.608,328,00:04:16,634,98.931,14.318,No,No,No,No,No,No,No,No,2.269,2.148,13,No,36,6.310,0,0,0,0,0,0,24,0,0,12,0,2,0,1,647,0,Inactive,18.500,17.824,98,0
120,0.500,Off,5.812,294,294,588,33,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,19.216,332,00:04:17,580.750,98.931,14.318,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34,5.950,0,0,0,0,0,0,26,0,0,12,0,2,0,1,647,0,Inactive,25,17.824,98,0
121,0.500,Off,5.211,294,294,509,35,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,20.784,324,00:04:17,509.250,98.931,14.194,No,No,No,No,No,No,No,No,2.314,2.178,13,No,36,6.280,0,0,0,0,0,0,28,0,0,12,0,2,0,1,647,0,Inactive,31,17.980,98,0
122,0.500,Off,5.672,294,294,511,36,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,20.784,324,00:04:18,527.500,98.931,14.094,No,No,No,No,No,No,No,No,2.464,2.329,13,No,37,6.520,0,0,0,0,0,0,32,0,0,12,0,2,0,1,647,0,Inactive,32,18.254,98,0
123,0.500,Off,6.398,294,294,600,38,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,19.608,324,00:04:18,591.250,98.931,14.417,No,No,No,No,No,No,No,No,2.254,2.148,13,No,36,6.220,0,0,0,0,0,0,34,0,0,12,0,2,0,1,647,0,Inactive,22.500,17.980,98,0
124,0.500,Off,5.938,294,294,564,40,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,19.216,328,00:04:18,529.500,98.931,14.194,No,No,No,No,No,No,No,No,2.058,1.968,13,No,34,5.940,0,0,0,0,0,0,36,0,0,12,0,2,0,1,647,0,Inactive,27.500,17.688,98,0
125,0.500,Off,5.625,293,293,558,42,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,19.608,320,00:04:19,534.250,98.931,14.268,No,No,No,No,No,No,No,No,2.178,2.058,13,No,35,6.030,0,0,0,0,0,0,40,0,0,12,0,2,0,1,647,0,Inactive,29.500,17.824,98,0
126,0.500,Off,5.688,293,293,547,44,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,20,328,00:04:19,556.250,98.931,14.144,No,No,No,No,No,No,No,No,2.284,2.163,13,No,36,6.180,0,0,0,0,0,0,40,0,0,12,0,2,0,1,647,0,Inactive,31,17.980,98,0
127,0.500,Off,5.219,293,293,502,46,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,20.784,324,00:04:20,522.750,98.931,14.168,No,No,No,No,No,No,No,No,2.359,2.254,13,No,37,6.210,0,0,0,0,0,0,42,0,0,12,0,2,0,1,647,0,Inactive,31.500,17.980,98,0
128,0.500,Off,5.945,293,293,547,47,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,19.216,332,00:04:20,561.250,98.931,14.119,No,No,No,No,No,No,No,No,2.254,2.133,13,No,36,5.890,0,0,0,0,0,0,46,0,0,12,0,2,0,1,647,0,Inactive,31,17.824,98,0
129,0.500,Off,6.305,293,293,565,95,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,20,324,00:04:31,568.500,98.931,14.343,No,No,No,No,No,No,No,No,2.329,2.209,13,No,36,5.940,0,0,0,0,0,0,88,0,0,12,0,2,0,1,647,0,Inactive,28.500,17.688,98,0
130,0.500,Off,5.305,293,293,569,97,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.431,328,00:04:31,580.750,98.931,14.417,No,No,No,No,No,No,No,No,2.133,2.028,13,No,35,5.860,0,0,0,0,0,0,88,0,0,12,0,2,0,1,647,0,Inactive,27,17.688,98,0
131,0.500,Off,5.219,293,293,474,99,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,21.176,320,00:04:31,486.750,98.931,14.069,No,No,No,No,No,No,No,No,2.404,2.284,13,No,37,6.150,0,0,0,0,0,0,90,0,0,12,0,2,0,1,647,0,Inactive,31.500,18.117,98,0
132,0.500,Off,5.898,293,293,506,1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,22.745,324,00:04:32,541.500,98.931,14.293,No,No,No,No,No,No,No,No,2.764,2.614,13,No,40,7.070,0,0,0,0,0,0,2,0,0,12,0,2,0,1,739,0,Inactive,33,18.117,92,0
133,0.500,Off,6.891,293,293,633,3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,332,00:04:32,608.750,98.931,14.393,No,No,No,No,No,No,No,No,2.178,2.058,13,No,36,5.940,0,0,0,0,0,0,2,0,0,12,0,2,0,1,739,0,Inactive,18.500,17.688,92,0
134,0.500,Off,5.734,293,293,570,5,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,328,00:04:33,572,98.931,14.293,No,No,No,No,No,No,No,No,2.088,1.998,13,No,34,5.920,0,0,0,0,0,0,4,0,0,12,0,2,0,1,739,0,Inactive,27.500,17.688,92,0
135,0.500,Off,5.281,293,293,526,7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,320,00:04:33,529.250,98.931,14.268,No,No,No,No,No,No,No,No,2.224,2.103,13,No,35,5.990,0,0,0,0,0,0,4,0,0,12,0,2,0,1,739,0,Inactive,30.500,18.254,92,0
136,0.500,Off,5.453,293,293,476,8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,20.784,320,00:04:33,487.750,98.931,14.168,No,No,No,No,No,No,No,No,2.509,2.434,13,No,38,6.710,0,0,0,0,0,0,4,0,0,12,0,2,0,1,739,0,Inactive,32,18.391,92,0
137,0.500,Off,6.344,293,293,540,10,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,20.784,320,00:04:34,550,98.931,14.168,No,No,No,No,No,No,No,No,2.554,2.419,13,No,38,6.650,0,2,0,0,0,0,6,0,0,12,0,2,0,1,739,0,Inactive,32,18.391,92,0
138,0.500,Off,6.539,293,293,600,12,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,332,00:04:34,576.500,98.931,14.293,No,No,No,No,No,No,No,No,2.103,1.998,13,No,35,5.880,0,2,0,0,0,0,8,0,0,12,0,2,0,1,739,0,Inactive,21,17.688,92,0
139,0.500,Off,5.539,293,293,567,14,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,328,00:04:35,559,98.931,14.318,No,No,No,No,No,No,No,No,2.028,1.923,13,No,34,5.800,0,2,0,0,0,0,10,0,0,12,0,2,0,1,739,0,Inactive,27.500,17.688,92,0
140,0.500,Off,5.180,293,293,554,16,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,328,00:04:35,528,98.931,14.194,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34,5.860,0,2,0,0,0,0,10,0,0,12,0,2,0,1,739,0,Inactive,30,17.688,92,0
141,0.500,Off,5.727,293,293,473,18,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,22.353,320,00:04:36,472.750,98.931,14.293,No,No,No,No,No,No,No,No,2.524,2.434,13,No,37,6.690,0,2,0,0,0,0,10,0,0,12,0,2,0,1,739,0,Inactive,31.500,18.547,92,0
142,0.500,Off,6.453,293,293,590,20,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,324,00:04:36,588.750,98.931,14.194,No,No,No,No,No,No,No,No,2.239,2.133,13,No,36,5.910,0,2,0,0,0,0,12,0,0,12,0,2,0,1,739,0,Inactive,22,17.688,92,0
143,0.500,Off,5.609,293,293,551,22,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.431,328,00:04:36,548.750,98.931,14.244,No,No,No,No,No,No,No,No,2.043,1.938,13,No,34,5.860,0,2,0,0,0,0,14,0,0,12,0,2,0,1,739,0,Inactive,24.500,17.688,92,0
144,0.500,Off,5.359,293,293,518,24,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,324,00:04:37,523.500,98.931,14.318,No,No,No,No,No,No,No,No,2.209,2.103,13,No,35,5.840,0,2,0,0,0,0,16,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.824,92,0
145,0.500,Off,5.117,293,293,516,26,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.608,324,00:04:37,518.500,98.931,14.094,No,No,No,No,No,No,No,No,2.314,2.209,13,No,36,6.550,0,2,0,0,0,0,16,0,0,12,0,2,0,1,739,0,Inactive,31,18.391,92,0
146,0.500,Off,6.312,293,293,518,28,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,21.569,324,00:04:38,516.250,98.931,14.268,No,No,No,No,No,No,No,No,2.509,2.374,13,No,39,6.370,0,2,0,0,0,0,18,0,0,12,0,2,0,1,739,0,Inactive,32.500,17.980,92,0
147,0.500,Off,6.531,293,293,587,30,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,324,00:04:38,554.500,98.931,14.244,No,No,No,No,No,No,No,No,2.194,2.088,13,No,36,6.070,0,2,0,0,0,0,18,0,0,12,0,2,0,1,739,0,Inactive,24,17.688,92,0
148,0.500,Off,6.055,293,293,569,32,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,332,00:04:39,540.750,98.931,14.293,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34,5.940,0,2,0,0,0,0,18,0,0,12,0,2,0,1,739,0,Inactive,26,17.688,92,0
149,0.500,Off,5.703,293,293,548,34,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,324,00:04:39,556,98.931,14.168,No,No,No,No,No,No,No,No,2.163,2.058,13,No,35,5.900,0,2,0,0,0,0,20,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.688,92,0
150,0.500,Off,5.062,293,293,527,36,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,324,00:04:40,528.750,98.931,14.144,No,No,No,No,No,No,No,No,2.224,2.118,13,No,35,6.380,0,2,0,0,0,0,20,0,0,12,0,2,0,1,739,0,Inactive,30.500,18.254,92,0
151,0.500,Off,6.219,293,293,517,38,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,21.176,320,00:04:40,533,98.931,14.293,No,No,No,No,No,No,No,No,2.449,2.344,13,No,37,6.110,0,2,0,0,0,0,22,0,0,12,0,2,0,1,739,0,Inactive,31.500,17.824,92,0
152,0.500,Off,5.922,293,293,547,39,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,324,00:04:40,561.500,98.931,14.168,No,No,No,No,No,No,No,No,2.194,2.073,13,No,35,5.720,0,2,0,0,0,0,22,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.688,92,0
153,0.500,Off,5.695,293,293,536,41,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.431,320,00:04:41,518.500,98.931,14.069,No,No,No,No,No,No,No,No,2.133,2.043,13,No,35,5.900,0,2,0,0,0,0,24,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.688,92,0
154,0.500,Off,5.383,293,293,507,43,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,20.784,336,00:04:41,525.500,98.931,14.144,No,No,No,No,No,No,No,No,2.419,2.299,13,No,37,6.500,0,2,0,0,0,0,24,0,0,12,0,2,0,1,739,0,Inactive,31.500,18.391,92,0
155,0.500,Off,5.703,293,293,536,45,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,324,00:04:41,555.750,98.931,14.144,No,No,No,No,No,No,No,No,2.314,2.209,13,No,36,5.990,0,2,0,0,0,0,26,0,0,12,0,2,0,1,739,0,Inactive,31,17.824,92,0
156,0.500,Off,5.445,293,293,562,47,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.431,324,00:04:42,567,98.931,14.144,No,No,No,No,No,No,No,No,2.148,2.058,13,No,35,5.870,0,2,0,0,0,0,28,0,0,12,0,2,0,1,739,0,Inactive,29,17.551,92,0
157,0.500,Off,5.344,293,293,492,48,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,324,00:04:42,503,98.931,14.218,No,No,No,No,No,No,No,No,2.224,2.133,13,No,35,5.660,0,2,0,0,0,0,32,0,0,12,0,2,0,1,739,0,Inactive,30.500,18.117,92,0
158,0.500,Off,5.789,293,293,514,50,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,20.392,328,00:04:43,497,98.931,14.268,No,No,No,No,No,No,No,No,2.359,2.239,13,No,37,6.150,0,2,0,0,0,0,34,0,0,12,0,2,0,1,739,0,Inactive,31,17.980,92,0
159,0.500,Off,5.969,293,293,594,52,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,328,00:04:43,568.250,98.931,14.318,No,No,No,No,No,No,No,No,2.103,2.013,13,No,35,5.730,0,2,0,0,0,0,36,0,0,12,0,2,0,1,739,0,Inactive,22.500,17.551,92,0
160,0.500,Off,5.750,293,293,575,54,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.039,328,00:04:43,571,98.931,14.194,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34,5.720,0,2,0,0,0,0,38,0,0,12,0,2,0,1,739,0,Inactive,26,17.551,92,0
