Num,1. Accelerator Pedal Position (APP) Indicated Angle (%),2. Air Flow Calculated (g/s),3. Barometric Pressure (BARO) (kPa),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (degree C),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (degree C),6. Catalytic Converter Protection Active,7. Cmmd. A/F Equivalence Ratio (: 1),8. Deceleration Fuel Cutoff,9. Engine Coolant Temperature (ECT) Sensor (degree C),10. Engine Load (%),11. Engine Run Time,12. Engine Speed (rpm),13. Evaporative Emission (EVAP) Purge Solenoid Command (%),14. Fuel Alcohol Content (%),15. Fuel Composition Learn,16. Fuel Tank Level Remaining (%),17. Fuel Trim Cell (   ),18. Fuel Trim Learn,19. Fuel Trim System Test State,20. Fuel Volatility,21. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 (mV),22. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 (mV),23. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 (mV),24. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 (mV),25. Hot Open Loop,26. Ignition 1 Signal (V),27. Injector PWM Bank 1 (ms),28. Injector PWM Bank 2 (ms),29. Intake Air Temperature (IAT) Sensor (degree C),30. Intake Manifold Pressure (kPa),31. Long Term Fuel Trim (FT) Bank 1 (%),32. Long Term Fuel Trim (FT) Bank 2 (%),33. Loop Status,34. LT Fuel Trim (FT) Test Average Bank 1 (   ),35. LT Fuel Trim (FT) Test Average Bank 1 w/o Purge (   ),36. LT Fuel Trim (FT) Test Average Bank 2 (   ),37. LT Fuel Trim (FT) Test Average Bank 2 w/o Purge (   ),38. Malfunction Indicator Lamp (MIL) Requested By DTC,39. Manifold Absolute Pressure (MAP) Performance Test 1,40. Manifold Absolute Pressure (MAP) Performance Test 2,41. Manifold Absolute Pressure (MAP) Sensor (kPa),42. Mass Air Flow (MAF) Performance Test,43. Mass Air Flow (MAF) Sensor (g/s),44. Power Enrichment,45. Short Term Fuel Trim (FT) Bank 1 (%),46. Short Term Fuel Trim (FT) Bank 2 (%),47. Spark (deg),48. ST Fuel Trim (FT) Test Average Bank 1 (   ),49. ST Fuel Trim (FT) Test Average Bank 2 (   ),50. Throttle Position (TP) Indicated Angle (%),51. Throttle Position (TP) Performance Test,52. Vehicle Speed Sensor (km/h)
205,18.059,6.922,100,720,720,No,1,Inactive,96,45.098,00:07:41,694.500,14.510,15.402,Active,98.931,0,Enabled,Disabled,Low,802.951,776.910,104.167,781.250,Inactive,13.795,6.656,6.490,6,37,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,58,OK,20.980,Inactive,-3.125,0,13,0,0,30.012,OK,34
206,25.070,15.719,100,720,720,No,1,Inactive,96,72.157,00:07:41,933.500,78.824,15.402,Active,98.931,0,Enabled,Disabled,Low,720.486,789.931,772.569,781.250,Inactive,13.820,7.121,6.866,6,9,-19.531,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,92,OK,29.870,Inactive,-7.812,-4.688,-9.500,0,0,36.828,OK,33
207,33.840,52.055,100,720,720,No,1,Inactive,96,91.765,00:07:42,1382,99.216,15.402,Active,98.931,1,Enabled,Disabled,Low,117.188,733.507,56.424,733.507,Inactive,13.820,9.781,9.495,6,6,-6.250,-10.156,Closed,0,0.922,0,0.906,Yes,Fault,OK,94,OK,50.160,Inactive,0.781,2.344,-1,0,0,44.211,OK,33
208,34.855,66.953,100,720,720,No,1,Inactive,96,87.843,00:07:42,1824.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,56.424,664.062,86.806,690.104,Inactive,13.820,9.300,9.630,6,7,-6.250,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,93,OK,66.040,Inactive,2.344,9.375,17,0,0,45.617,OK,34
209,34.738,69.562,100,722,722,No,1,Inactive,96,87.843,00:07:43,1871.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,716.146,690.104,755.208,711.806,Inactive,13.820,10.081,9.901,6,7,-6.250,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,92,OK,68.550,Inactive,8.594,10.938,17,0,0,45.754,OK,35
210,34.680,68.930,100,722,722,No,1,Inactive,96,88.235,00:07:43,1849.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,73.785,672.743,86.806,659.722,Inactive,13.820,9.691,9.811,6,7,-6.250,-10.156,Closed,0,0.922,0,0.906,Yes,OK,OK,92,OK,66.970,Inactive,3.906,7.812,16.500,0,0,45.754,OK,37
211,34.680,70.188,100,724,724,No,1,Inactive,96,88.235,00:07:44,1866,100,15.402,Active,98.931,1,Enabled,Disabled,Low,807.292,677.083,820.312,694.444,Inactive,13.795,10.036,10.111,6,7,-6.250,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,93,OK,68.550,Inactive,0,3.906,16.500,0,0,45.617,OK,38
212,34.680,70.805,100,724,724,No,1,Inactive,96,87.451,00:07:44,1880.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,690.104,685.764,729.167,694.444,Inactive,13.820,9.766,9.796,6,8,-6.250,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,93,OK,68.230,Inactive,6.250,9.375,16.500,0,0,45.910,OK,39
213,34.680,70.969,100,724,724,No,1,Inactive,96,87.451,00:07:44,1869.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,273.438,685.764,668.403,694.444,Inactive,13.820,9.796,9.826,6,7,-6.250,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,93,OK,67.920,Inactive,6.250,9.375,16.500,0,0,46.047,OK,40
214,34.680,71.758,100,726,726,No,1,Inactive,96,87.451,00:07:45,1881.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,117.188,672.743,169.271,690.104,Inactive,13.820,9.961,9.991,6,7,-6.250,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,93,OK,68.550,Inactive,6.250,3.906,17,0,0,46.184,OK,41
215,39.406,74.484,100,726,726,No,1,Inactive,96,92.941,00:07:45,1899.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,802.951,681.424,785.590,694.444,Inactive,13.820,10.276,9.645,6,5,-6.250,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,95,OK,71.170,Inactive,7.031,9.375,12.500,0,0,50.031,OK,42
216,40.285,75.523,100,726,726,No,1,Inactive,96,89.020,00:07:45,1913.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,759.549,672.743,677.083,694.444,Inactive,13.820,10.442,10.352,6,5,-5.469,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,95,OK,71.850,Inactive,7.812,10.156,12.500,0,0,51.008,OK,44
217,40.285,76.422,100,728,728,No,1,Inactive,96,90.980,00:07:46,1937.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,364.583,685.764,499.132,681.424,Inactive,13.795,10.457,10.352,6,5,-5.469,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,95,OK,72.890,Inactive,7.812,10.156,12.500,0,0,51.301,OK,46
218,40.246,76.938,100,728,728,No,1,Inactive,96,90.196,00:07:46,1943.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,173.611,677.083,156.250,681.424,Inactive,13.820,10.562,10.457,6,4,-5.469,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,96,OK,72.890,Inactive,7.812,10.156,13,0,0,51.574,OK,47
219,40.246,77.750,100,730,730,No,1,Inactive,96,89.412,00:07:47,1943.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,117.188,672.743,776.910,685.764,Inactive,13.820,10.502,10.337,6,4,-5.469,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,95,OK,73.230,Inactive,7.812,10.938,13,0,0,51.730,OK,48
220,40.246,78.469,100,730,730,No,1,Inactive,96,90.980,00:07:47,1953.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,594.618,694.444,742.188,685.764,Inactive,13.795,10.592,10.412,6,4,-5.469,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,96,OK,73.230,Inactive,7.812,10.938,13,0,0,52.160,OK,49
221,40.246,78.961,100,730,730,No,1,Inactive,96,90.588,00:07:47,1967,100,15.402,Active,98.931,1,Enabled,Disabled,Low,134.549,672.743,759.549,685.764,Inactive,13.795,10.532,10.412,6,5,-4.688,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,96,OK,73.930,Inactive,7.031,10.938,13,0,0,52.160,OK,50
222,38.801,78.656,100,733,733,No,1,Inactive,96,89.020,00:07:48,1959.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,690.104,694.444,130.208,677.083,Inactive,13.820,10.547,10.397,6,5,-4.688,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,96,OK,72.540,Inactive,7.812,10.938,13.500,0,0,51.867,OK,51
223,36.379,78.250,100,733,733,No,1,Inactive,96,86.275,00:07:48,1975.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,750.868,698.785,759.549,685.764,Inactive,13.820,10.261,9.600,6,6,-4.688,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,94,OK,71,Inactive,7.812,5.469,14.500,0,0,48.605,OK,52
224,30.266,74.305,100,735,735,No,1,Inactive,96,84.314,00:07:49,1969.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,746.528,707.465,794.271,694.444,Inactive,13.820,9.706,9.120,6,10,-4.688,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,91,OK,67.760,Inactive,7.031,10.938,16.500,0,0,44.055,OK,54
225,24.602,66.523,100,735,735,No,1,Inactive,96,74.510,00:07:49,1927.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,130.208,694.444,776.910,694.444,Inactive,13.820,8.444,8.504,6,16,-4.688,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,84,OK,59.620,Inactive,5.469,10.156,20.500,0,0,39.367,OK,55
226,19.504,58.555,100,735,735,No,1,Inactive,96,70.196,00:07:49,1861,100,15.402,Active,98.931,1,Enabled,Disabled,Low,746.528,720.486,672.743,703.125,Inactive,13.770,7.467,7.317,6,22,-4.688,-9.375,Closed,0,0.922,0,0.906,Yes,OK,OK,78,OK,54.660,Inactive,0.781,3.906,22,0,0,37.102,OK,55
227,17.805,52.422,100,735,735,No,1,Inactive,96,65.098,00:07:50,1802.750,84.706,15.402,Active,98.931,1,Enabled,Disabled,Low,815.972,729.167,811.632,707.465,Inactive,13.820,7.046,7.016,6,28,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,72,OK,49.730,Inactive,-1.562,7.812,24,0,0,35.695,OK,56
228,15.148,46.508,100,735,735,No,1,Inactive,96,56.863,00:07:50,1761.250,76.078,15.402,Active,98.931,1,Enabled,Disabled,Low,750.868,755.208,785.590,733.507,Inactive,13.820,5.649,5.889,6,34,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,68,OK,41.880,Inactive,-3.906,2.344,26,0,0,33.703,OK,56
229,15.148,43.461,100,734,734,No,1,Inactive,96,57.647,00:07:51,1706.250,66.275,15.402,Active,98.931,1,Enabled,Disabled,Low,815.972,746.528,186.632,720.486,Inactive,13.746,5.784,6.085,6,36,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,64,OK,41.880,Inactive,-3.906,5.469,26,0,0,33.566,OK,57
230,15.148,42.945,100,734,734,No,1,Inactive,96,57.647,00:07:51,1696.750,65.098,15.402,Active,98.931,1,Enabled,Disabled,Low,134.549,742.188,802.951,742.188,Inactive,13.820,5.995,5.724,6,36,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,64,OK,40.390,Inactive,0,0,26.500,0,0,33.410,OK,56
231,26.438,59.438,100,734,734,No,1,Inactive,96,88.235,00:07:51,1751,88.235,15.402,Active,98.931,1,Enabled,Disabled,Low,177.951,724.826,412.326,737.847,Inactive,13.820,8.579,8.609,6,17,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,81,OK,64.540,Inactive,-5.469,3.906,18,0,0,39.953,OK,56
232,27.395,68.961,100,735,735,No,1,Inactive,96,82.353,00:07:52,1909.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,789.931,716.146,125.868,733.507,Inactive,13.795,9.059,8.714,6,13,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,88,OK,64.690,Inactive,3.906,3.906,19,0,0,41.652,OK,56
233,27.785,70.383,100,735,735,No,1,Inactive,96,82.353,00:07:52,1924.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,677.083,716.146,273.438,724.826,Inactive,13.820,8.969,8.879,6,12,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,88,OK,65.890,Inactive,2.344,-0.781,19,0,0,42.219,OK,57
234,24.934,62.508,100,735,735,No,1,Inactive,96,78.824,00:07:53,1812.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,703.125,711.806,672.743,729.167,Inactive,13.820,8.594,8.038,6,16,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,84,OK,59.230,Inactive,2.344,-0.781,20,0,0,39.660,OK,57
235,23.254,61.625,100,735,735,No,1,Inactive,96,77.647,00:07:53,1789,100,15.402,Active,98.931,1,Enabled,Disabled,Low,750.868,716.146,750.868,724.826,Inactive,13.820,8.519,8.489,6,16,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,84,OK,58.050,Inactive,1.562,5.469,19.500,0,0,38.957,OK,58
236,22.902,59.188,100,735,735,No,1,Inactive,96,76.863,00:07:53,1759,100,15.402,Active,98.931,1,Enabled,Disabled,Low,794.271,711.806,772.569,716.146,Inactive,13.820,8.173,8.083,6,17,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,82,OK,56.010,Inactive,1.562,4.688,20,0,0,38.527,OK,59
237,21.203,56.797,100,735,735,No,1,Inactive,96,71.373,00:07:54,1747.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,776.910,707.465,169.271,716.146,Inactive,13.795,7.828,7.737,6,20,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,80,OK,52.740,Inactive,0.781,3.906,21,0,0,37.258,OK,59
238,16.477,54.438,100,735,735,No,1,Inactive,96,55.294,00:07:54,1730.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,716.146,716.146,794.271,720.486,Inactive,13.820,7.362,6.866,6,22,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,69,OK,48.750,Inactive,-5.469,-2.344,21.500,0,0,35.832,OK,60
239,13.078,38.648,100,735,735,No,1,Inactive,96,55.686,00:07:55,1571.500,65.882,15.402,Active,98.931,1,Enabled,Disabled,Low,716.146,733.507,798.611,724.826,Inactive,13.895,5.319,5.619,6,38,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,61,OK,35.580,Inactive,0,3.125,26.500,0,0,31.848,OK,60
240,13.078,36.344,100,735,735,No,1,Inactive,96,56.471,00:07:55,1496.250,61.176,15.402,Active,98.931,1,Enabled,Disabled,Low,794.271,742.188,646.701,729.167,Inactive,13.895,5.679,5.288,6,39,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,61,OK,34.400,Inactive,0,-2.344,26,0,0,31.848,OK,60
241,17.316,37.125,100,735,735,No,1,Inactive,96,57.647,00:07:55,1490.250,60.784,15.402,Active,98.931,1,Enabled,Disabled,Low,173.611,742.188,781.250,729.167,Inactive,13.895,5.965,5.889,6,37,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,62,OK,37.920,Inactive,-7.031,1.562,25.500,0,0,33.566,OK,60
242,17.980,48.492,100,735,735,No,1,Inactive,95,67.451,00:07:56,1631,83.922,15.402,Active,98.931,1,Enabled,Disabled,Low,642.361,724.826,99.826,720.486,Inactive,13.870,6.731,6.986,6,26,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,74,OK,46.820,Inactive,0,3.125,21.500,0,0,35.266,OK,60
243,17.980,49.031,100,735,735,No,1,Inactive,95,69.020,00:07:56,1658.500,84.706,15.402,Active,98.931,1,Enabled,Disabled,Low,742.188,720.486,772.569,720.486,Inactive,13.870,6.701,7.001,6,27,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,73,OK,46.620,Inactive,-5.469,3.125,22.500,0,0,35.266,OK,60
244,17.883,46.023,100,734,734,No,1,Inactive,95,71.765,00:07:57,1525.750,85.490,15.402,Active,98.931,1,Enabled,Disabled,Low,781.250,737.847,755.208,724.826,Inactive,13.820,6.911,7.272,6,25,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,74,OK,46.020,Inactive,-0.781,3.125,20,0,0,35.402,OK,60
245,17.883,42.359,100,734,734,No,1,Inactive,95,76.471,00:07:57,1310.500,99.216,15.402,Active,98.931,1,Enabled,Disabled,Low,798.611,716.146,781.250,729.167,Inactive,13.820,7.858,7.362,6,19,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,80,OK,41.260,Inactive,-0.781,-3.125,13.500,0,0,35.266,OK,60
246,20.734,40.891,100,734,734,No,1,Inactive,95,85.882,00:07:57,1193.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,568.576,720.486,208.333,720.486,Inactive,13.795,8.128,8.519,6,14,-4.688,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,85,OK,41.880,Inactive,-7.812,1.562,9,0,0,37.102,OK,60
247,21.340,42.023,100,734,734,No,1,Inactive,95,85.882,00:07:58,1159.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,690.104,729.167,811.632,729.167,Inactive,13.820,8.143,8.564,6,10,-5.469,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,90,OK,39.760,Inactive,-1.562,-3.906,8,0,0,37.961,OK,60
248,24.348,41.664,100,734,734,No,1,Inactive,95,86.275,00:07:58,1142.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,377.604,703.125,299.479,724.826,Inactive,13.820,8.714,8.714,6,9,-5.469,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,91,OK,40.150,Inactive,-0.781,1.562,8,0,0,38.957,OK,60
249,31.516,55.055,100,733,733,No,1,Inactive,95,89.804,00:07:59,1385.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,781.250,703.125,342.882,720.486,Inactive,13.820,8.894,8.729,6,5,-5.469,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,95,OK,50.160,Inactive,-5.469,-3.906,10.500,0,0,44.777,OK,60
250,32.082,63.664,100,733,733,No,1,Inactive,95,91.373,00:07:59,1609.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,69.444,681.424,73.785,690.104,Inactive,13.845,9.946,9.916,6,6,-5.469,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,94,OK,59.620,Inactive,2.344,6.250,5.500,0,0,45.617,OK,60
251,32.082,72.109,100,733,733,No,1,Inactive,95,87.843,00:07:59,1861.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,794.271,677.083,729.167,703.125,Inactive,13.795,10.051,8.879,6,7,-5.469,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,92,OK,66.970,Inactive,7.812,8.594,12,0,0,45.754,OK,61
252,32.141,72.094,100,735,735,No,1,Inactive,95,87.843,00:08:00,1849.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,421.007,672.743,112.847,668.403,Inactive,13.795,9.781,9.886,6,7,-5.469,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,93,OK,67.600,Inactive,4.688,7.031,12,0,0,45.910,OK,61
253,32.375,72.828,100,735,735,No,1,Inactive,95,87.451,00:08:00,1871,100,15.402,Active,98.931,1,Enabled,Disabled,Low,143.229,685.764,794.271,694.444,Inactive,13.795,9.751,9.059,6,7,-5.469,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,93,OK,67.600,Inactive,-0.781,10.156,12,0,0,46.047,OK,62
254,42.238,78.836,100,737,737,No,1,Inactive,95,90.980,00:08:01,1927.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,143.229,664.062,798.611,685.764,Inactive,13.795,10.367,10.667,6,3,-5.469,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,96,OK,71.850,Inactive,5.469,10.938,4,0,0,55.422,OK,62
255,42.141,85.305,100,737,737,No,1,Inactive,95,90.980,00:08:01,2082.750,100,15.402,Active,98.931,1,Enabled,Disabled,Low,746.528,694.444,134.549,677.083,Inactive,13.795,9.976,10.472,6,4,-4.688,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,96,OK,79.560,Inactive,7.031,12.500,12.500,0,0,55.559,OK,62
256,40.168,85.820,100,740,740,No,1,Inactive,95,90.980,00:08:02,2104.500,100,15.402,Active,98.931,1,Enabled,Disabled,Low,698.785,690.104,794.271,690.104,Inactive,13.770,10.517,9.826,6,4,-4.688,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,96,OK,80.350,Inactive,7.812,12.500,13,0,0,53.293,OK,63
257,39.074,85.320,100,740,740,No,1,Inactive,95,89.412,00:08:02,2108.250,100,15.402,Active,98.931,1,Enabled,Disabled,Low,750.868,690.104,742.188,685.764,Inactive,13.770,10.397,10.231,6,5,-3.906,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,95,OK,79.560,Inactive,7.031,9.375,13.500,0,0,52.004,OK,64
258,38.742,85.250,100,740,740,No,1,Inactive,95,89.020,00:08:02,2110,100,15.402,Active,98.931,1,Enabled,Disabled,Low,516.493,681.424,750.868,685.764,Inactive,13.746,10.487,10.382,6,5,-3.906,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,95,OK,79.750,Inactive,7.031,10.156,14,0,0,51.730,OK,65
259,37.785,85.508,100,743,743,No,1,Inactive,95,89.412,00:08:03,2117.250,24.706,15.402,Active,98.931,9,Enabled,Disabled,Low,243.056,685.764,125.868,677.083,Inactive,13.770,10.532,10.442,6,5,-3.906,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,95,OK,80.140,Inactive,7.031,10.156,14,0,0,51.164,OK,66
260,36.438,85.789,100,743,743,No,1,Inactive,95,87.843,00:08:03,2149,0,15.402,Active,98.931,9,Disabled,Disabled,Low,737.847,729.167,820.312,720.486,Inactive,13.770,10.412,10.652,6,6,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,94,OK,78.590,Inactive,1.562,4.688,15,0,0,49.875,OK,67
261,33.723,85.141,100,747,747,No,1,Inactive,95,83.922,00:08:04,2149.750,0,15.402,Active,98.931,9,Disabled,Disabled,Low,811.632,729.167,464.410,746.528,Inactive,13.770,10.111,9.706,6,7,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,92,OK,77.630,Inactive,0,7.031,16,0,0,48.176,OK,68
262,29.875,80.805,100,747,747,No,1,Inactive,95,74.510,00:08:04,2123,0,15.402,Active,98.931,9,Disabled,Disabled,Low,199.653,711.806,781.250,768.229,Inactive,13.770,10.111,9.781,6,10,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,85,OK,74.810,Inactive,4.688,-3.125,17,0,0,45.051,OK,68
263,22.570,67.242,100,747,747,No,1,Inactive,95,69.412,00:08:05,2020.750,0,15.402,Active,98.931,9,Disabled,Disabled,Low,221.354,716.146,807.292,763.889,Inactive,13.770,8.474,8.444,6,23,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,78,OK,55.890,Inactive,-1.562,4.688,22,0,0,38.801,OK,68
264,19.543,60.188,100,747,747,No,1,Inactive,95,68.235,00:08:05,1975.250,0,15.402,Active,98.931,9,Disabled,Disabled,Low,186.632,729.167,668.403,772.569,Inactive,13.770,7.963,7.527,6,25,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,74,OK,56.510,Inactive,-2.344,-6.250,22,0,0,37.102,OK,69
265,17.492,57.320,100,747,747,No,1,Inactive,95,65.098,00:08:05,1956.750,0,15.402,Active,98.931,9,Disabled,Disabled,Low,733.507,737.847,798.611,763.889,Inactive,13.770,6.971,7.347,6,28,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,72,OK,53.690,Inactive,-3.125,2.344,22.500,0,0,36.105,OK,69
266,17.160,53.008,100,747,747,No,1,Inactive,95,62.353,00:08:06,1908,0,15.402,Active,98.931,9,Disabled,Disabled,Low,694.444,724.826,525.174,763.889,Inactive,13.770,6.731,6.656,6,32,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,69,OK,49.620,Inactive,-3.906,-3.906,24,0,0,35.539,OK,69
267,17.102,49.898,100,747,747,No,1,Inactive,95,65.490,00:08:06,1740.500,0,15.402,Active,98.931,9,Disabled,Disabled,Low,802.951,733.507,824.653,763.889,Inactive,13.770,7.257,7.212,6,29,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,71,OK,48.970,Inactive,-4.688,-3.906,22,0,0,35.539,OK,69
268,16.828,48.531,100,747,747,No,1,Inactive,95,67.451,00:08:06,1673.500,0,15.402,Active,98.931,9,Disabled,Disabled,Low,138.889,729.167,169.271,763.889,Inactive,13.770,7.497,7.452,6,29,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,71,OK,46.620,Inactive,-0.781,0,21.500,0,0,35.109,OK,69
269,15.461,47.281,100,747,747,No,1,Inactive,95,62.745,00:08:07,1681.500,0,15.402,Active,98.931,9,Disabled,Disabled,Low,182.292,742.188,785.590,763.889,Inactive,13.845,7.031,6.611,6,31,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,70,OK,43.840,Inactive,-6.250,-5.469,23.500,0,0,34.406,OK,69
270,15.168,44.414,100,747,747,No,1,Inactive,95,62.353,00:08:07,1642.250,0,15.402,Active,98.931,9,Disabled,Disabled,Low,269.097,742.188,746.528,759.549,Inactive,13.845,6.430,6.716,6,33,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,67,OK,41.880,Inactive,-6.250,-0.781,24,0,0,33.977,OK,69
271,14.426,43.586,100,747,747,No,1,Inactive,95,61.176,00:08:08,1638.500,0,15.402,Active,98.931,9,Disabled,Disabled,Low,789.931,733.507,164.931,755.208,Inactive,13.845,6.265,6.550,6,34,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,66,OK,40.390,Inactive,-6.250,-0.781,24.500,0,0,33.410,OK,70
272,13.078,37.266,100,747,747,No,1,Inactive,95,54.118,00:08:08,1561.750,0,15.402,Active,98.931,9,Disabled,Disabled,Low,724.826,733.507,694.444,759.549,Inactive,13.845,5.799,5.454,6,41,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,59,OK,34.460,Inactive,-7.031,0,26.500,0,0,32.004,OK,71
273,11.359,33.883,100,747,747,No,1,Inactive,95,50.980,00:08:08,1549.750,0,22.853,Active,98.931,9,Disabled,Disabled,Low,746.528,742.188,794.271,755.208,Inactive,13.845,5.559,5.544,6,43,2.344,1.562,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,32.190,Inactive,-0.781,0,28,0,0,30.715,OK,72
274,10.715,30.812,100,746,746,No,1,Inactive,95,52.941,00:08:09,1420,53.333,22.853,Active,98.931,1,Enabled,Disabled,Low,117.188,707.465,60.764,755.208,Inactive,13.820,5.379,5.213,6,43,-3.906,-7.031,Closed,0,0.922,0,0.906,Yes,OK,OK,56,OK,31.360,Inactive,-0.781,0,27.500,0,0,30.285,OK,72
