Num,1. Accelerator Pedal Position (APP) Indicated Angle (Cylinder 5 Instrument Cluster (IC) Circuit Open Test Status),2. Air Conditioning (A/C) Relay Command (Cylinder 5 Instrument Cluster (IC) Circuit Short Gnd Test Status),3. Air Flow Calculated (Cylinder 5 Instrument Cluster (IC) Circuit Short Volts Test Status),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (Cylinder 6 Injector Circuit Open Test Status),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (Cylinder 6 Injector Circuit Short Gnd Test Status),6. Camshaft Position (CMP) Sensor (Cylinder 6 Injector Circuit Short Volts Test Status),7. Cycles Of Misfire Data (Cylinder 6 Instrument Cluster (IC) Circuit Open Test Status),8. Cylinder 1 Injector Circuit Open Test Status (Cylinder 6 Instrument Cluster (IC) Circuit Short Gnd Test Status),9. Cylinder 1 Injector Circuit Short Gnd Test Status (Cylinder 6 Instrument Cluster (IC) Circuit Short Volts Test Status),10. Cylinder 1 Injector Circuit Short Volts Test Status (Cylinder 7 Injector Circuit Open Test Status),11. Cylinder 1 Instrument Cluster (IC) Circuit Open Test Status (Cylinder 7 Injector Circuit Short Gnd Test Status),12. Cylinder 1 Instrument Cluster (IC) Circuit Short Gnd Test Status (Cylinder 7 Injector Circuit Short Volts Test Status),13. Cylinder 1 Instrument Cluster (IC) Circuit Short Volts Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Open Test Status),14. Cylinder 2 Injector Circuit Open Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Short Gnd Test Status),15. Cylinder 2 Injector Circuit Short Gnd Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Short Volts Test Status),16. Cylinder 2 Injector Circuit Short Volts Test Status (Cylinder 8 Injector Circuit Open Test Status),17. Cylinder 2 Instrument Cluster (IC) Circuit Open Test Status (Cylinder 8 Injector Circuit Short Gnd Test Status),18. Cylinder 2 Instrument Cluster (IC) Circuit Short Gnd Test Status (Cylinder 8 Injector Circuit Short Volts Test Status),19. Cylinder 2 Instrument Cluster (IC) Circuit Short Volts Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Open Test Status),20. Cylinder 3 Injector Circuit Open Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Short Gnd Test Status),21. Cylinder 3 Injector Circuit Short Gnd Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Short Volts Test Status),22. Cylinder 3 Injector Circuit Short Volts Test Status (Cylinder Deactivation Performance Test),23. Cylinder 3 Instrument Cluster (IC) Circuit Open Test Status (Engine Coolant Temperature (ECT) Sensor),24. Cylinder 3 Instrument Cluster (IC) Circuit Short Gnd Test Status (Engine Load),25. Cylinder 3 Instrument Cluster (IC) Circuit Short Volts Test Status (Engine Oil Pressure Sensor),26. Cylinder 4 Injector Circuit Open Test Status (Engine Run Time),27. Cylinder 4 Injector Circuit Short Gnd Test Status (Engine Speed),28. Cylinder 4 Injector Circuit Short Volts Test Status (Fuel Tank Level Remaining),29. Cylinder 4 Instrument Cluster (IC) Circuit Open Test Status (Ignition 1 Signal),30. Cylinder 4 Instrument Cluster (IC) Circuit Short Gnd Test Status (Injector 1 Disabled Due To Misfire),31. Cylinder 4 Instrument Cluster (IC) Circuit Short Volts Test Status (Injector 2 Disabled Due To Misfire),32. Cylinder 5 Injector Circuit Open Test Status (Injector 3 Disabled Due To Misfire),33. Cylinder 5 Injector Circuit Short Gnd Test Status (Injector 4 Disabled Due To Misfire),34. Cylinder 5 Injector Circuit Short Volts Test Status (Injector 5 Disabled Due To Misfire)
360,OK,OK,51,19.608,320,00:04:19,534.250,98.931,14.268,No,No,No,No,No,No,No,No,2.178,2.058,13,No,35,6.030,0,0,0,0,0,0,40,0,0,12,0
361,2,0,1,647,0,Inactive,29.500,17.824,98,0,0.500,Off,5.688,293,293,547,44,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
362,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,20
363,328,00:04:19,556.250,98.931,14.144,No,No,No,No,No,No,No,No,2.284,2.163,13,No,36,6.180,0,0,0,0,0,0,40,0,0,12,0,2,0,1,647
364,0,Inactive,31,17.980,98,0,0.500,Off,5.219,293,293,502,46,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
365,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,20.784,324,00:04:20,522.750,98.931
366,14.168,No,No,No,No,No,No,No,No,2.359,2.254,13,No,37,6.210,0,0,0,0,0,0,42,0,0,12,0,2,0,1,647,0,Inactive,31.500,17.980
367,98,0,0.500,Off,5.945,293,293,547,47,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
368,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,51,19.216,332,00:04:20,561.250,98.931,14.119,No,No,No
369,No,No,No,No,No,2.254,2.133,13,No,36,5.890,0,0,0,0,0,0,46,0,0,12,0,2,0,1,647,0,Inactive,31,17.824,98,0,0.500,Off
370,6.305,293,293,565,95,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
371,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,20,324,00:04:31,568.500,98.931,14.343,No,No,No,No,No,No,No
372,No,2.329,2.209,13,No,36,5.940,0,0,0,0,0,0,88,0,0,12,0,2,0,1,647,0,Inactive,28.500,17.688,98,0,0.500,Off,5.305,293,293,569
373,97,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
374,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.431,328,00:04:31,580.750,98.931,14.417,No,No,No,No,No,No,No,No,2.133,2.028,13
375,No,35,5.860,0,0,0,0,0,0,88,0,0,12,0,2,0,1,647,0,Inactive,27,17.688,98,0,0.500,Off,5.219,293,293,474,99,OK,OK,OK
376,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
377,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,21.176,320,00:04:31,486.750,98.931,14.069,No,No,No,No,No,No,No,No,2.404,2.284,13,No,37,6.150,0
378,0,0,0,0,0,90,0,0,12,0,2,0,1,647,0,Inactive,31.500,18.117,98,0,0.500,Off,5.898,293,293,506,1,OK,OK,OK,OK,OK,OK,OK
379,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
380,OK,OK,OK,OK,OK,OK,OK,OK,52,22.745,324,00:04:32,541.500,98.931,14.293,No,No,No,No,No,No,No,No,2.764,2.614,13,No,40,7.070,0,0,0,0,0
381,0,2,0,0,12,0,2,0,1,739,0,Inactive,33,18.117,92,0,0.500,Off,6.891,293,293,633,3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
382,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
383,OK,OK,OK,OK,52,19.216,332,00:04:32,608.750,98.931,14.393,No,No,No,No,No,No,No,No,2.178,2.058,13,No,36,5.940,0,0,0,0,0,0,2,0,0
384,12,0,2,0,1,739,0,Inactive,18.500,17.688,92,0,0.500,Off,5.734,293,293,570,5,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
385,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
386,52,19.216,328,00:04:33,572,98.931,14.293,No,No,No,No,No,No,No,No,2.088,1.998,13,No,34,5.920,0,0,0,0,0,0,4,0,0,12,0,2,0
387,1,739,0,Inactive,27.500,17.688,92,0,0.500,Off,5.281,293,293,526,7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
388,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,320,00:04:33
389,529.250,98.931,14.268,No,No,No,No,No,No,No,No,2.224,2.103,13,No,35,5.990,0,0,0,0,0,0,4,0,0,12,0,2,0,1,739,0,Inactive
390,30.500,18.254,92,0,0.500,Off,5.453,293,293,476,8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
391,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,20.784,320,00:04:33,487.750,98.931,14.168,No
392,No,No,No,No,No,No,No,2.509,2.434,13,No,38,6.710,0,0,0,0,0,0,4,0,0,12,0,2,0,1,739,0,Inactive,32,18.391,92,0
393,0.500,Off,6.344,293,293,540,10,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
394,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,20.784,320,00:04:34,550,98.931,14.168,No,No,No,No,No
395,No,No,No,2.554,2.419,13,No,38,6.650,0,2,0,0,0,0,6,0,0,12,0,2,0,1,739,0,Inactive,32,18.391,92,0,0.500,Off,6.539,293
396,293,600,12,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
397,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,332,00:04:34,576.500,98.931,14.293,No,No,No,No,No,No,No,No,2.103
398,1.998,13,No,35,5.880,0,2,0,0,0,0,8,0,0,12,0,2,0,1,739,0,Inactive,21,17.688,92,0,0.500,Off,5.539,293,293,567,14,OK
399,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
400,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,328,00:04:35,559,98.931,14.318,No,No,No,No,No,No,No,No,2.028,1.923,13,No,34
401,5.800,0,2,0,0,0,0,10,0,0,12,0,2,0,1,739,0,Inactive,27.500,17.688,92,0,0.500,Off,5.180,293,293,554,16,OK,OK,OK,OK,OK
402,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
403,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,328,00:04:35,528,98.931,14.194,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34,5.860,0,2,0
404,0,0,0,10,0,0,12,0,2,0,1,739,0,Inactive,30,17.688,92,0,0.500,Off,5.727,293,293,473,18,OK,OK,OK,OK,OK,OK,OK,OK,OK
405,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
406,OK,OK,OK,OK,OK,OK,52,22.353,320,00:04:36,472.750,98.931,14.293,No,No,No,No,No,No,No,No,2.524,2.434,13,No,37,6.690,0,2,0,0,0,0,10
407,0,0,12,0,2,0,1,739,0,Inactive,31.500,18.547,92,0,0.500,Off,6.453,293,293,590,20,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
408,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
409,OK,OK,52,19.216,324,00:04:36,588.750,98.931,14.194,No,No,No,No,No,No,No,No,2.239,2.133,13,No,36,5.910,0,2,0,0,0,0,12,0,0,12,0
410,2,0,1,739,0,Inactive,22,17.688,92,0,0.500,Off,5.609,293,293,551,22,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
411,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.431
412,328,00:04:36,548.750,98.931,14.244,No,No,No,No,No,No,No,No,2.043,1.938,13,No,34,5.860,0,2,0,0,0,0,14,0,0,12,0,2,0,1,739
413,0,Inactive,24.500,17.688,92,0,0.500,Off,5.359,293,293,518,24,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
414,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,324,00:04:37,523.500,98.931
415,14.318,No,No,No,No,No,No,No,No,2.209,2.103,13,No,35,5.840,0,2,0,0,0,0,16,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.824
416,92,0,0.500,Off,5.117,293,293,516,26,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
417,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.608,324,00:04:37,518.500,98.931,14.094,No,No,No
418,No,No,No,No,No,2.314,2.209,13,No,36,6.550,0,2,0,0,0,0,16,0,0,12,0,2,0,1,739,0,Inactive,31,18.391,92,0,0.500,Off
419,6.312,293,293,518,28,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
420,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,21.569,324,00:04:38,516.250,98.931,14.268,No,No,No,No,No,No,No
421,No,2.509,2.374,13,No,39,6.370,0,2,0,0,0,0,18,0,0,12,0,2,0,1,739,0,Inactive,32.500,17.980,92,0,0.500,Off,6.531,293,293,587
422,30,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
423,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,324,00:04:38,554.500,98.931,14.244,No,No,No,No,No,No,No,No,2.194,2.088,13
424,No,36,6.070,0,2,0,0,0,0,18,0,0,12,0,2,0,1,739,0,Inactive,24,17.688,92,0,0.500,Off,6.055,293,293,569,32,OK,OK,OK
425,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
426,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,332,00:04:39,540.750,98.931,14.293,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34,5.940,0
427,2,0,0,0,0,18,0,0,12,0,2,0,1,739,0,Inactive,26,17.688,92,0,0.500,Off,5.703,293,293,548,34,OK,OK,OK,OK,OK,OK,OK
428,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
429,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,324,00:04:39,556,98.931,14.168,No,No,No,No,No,No,No,No,2.163,2.058,13,No,35,5.900,0,2,0,0,0
430,0,20,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.688,92,0,0.500,Off,5.062,293,293,527,36,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
431,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
432,OK,OK,OK,OK,52,19.216,324,00:04:40,528.750,98.931,14.144,No,No,No,No,No,No,No,No,2.224,2.118,13,No,35,6.380,0,2,0,0,0,0,20,0,0
433,12,0,2,0,1,739,0,Inactive,30.500,18.254,92,0,0.500,Off,6.219,293,293,517,38,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
434,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
435,52,21.176,320,00:04:40,533,98.931,14.293,No,No,No,No,No,No,No,No,2.449,2.344,13,No,37,6.110,0,2,0,0,0,0,22,0,0,12,0,2,0
436,1,739,0,Inactive,31.500,17.824,92,0,0.500,Off,5.922,293,293,547,39,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
437,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.824,324,00:04:40
438,561.500,98.931,14.168,No,No,No,No,No,No,No,No,2.194,2.073,13,No,35,5.720,0,2,0,0,0,0,22,0,0,12,0,2,0,1,739,0,Inactive
439,30.500,17.688,92,0,0.500,Off,5.695,293,293,536,41,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
440,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.431,320,00:04:41,518.500,98.931,14.069,No
441,No,No,No,No,No,No,No,2.133,2.043,13,No,35,5.900,0,2,0,0,0,0,24,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.688,92,0
442,0.500,Off,5.383,293,293,507,43,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
443,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,20.784,336,00:04:41,525.500,98.931,14.144,No,No,No,No,No
444,No,No,No,2.419,2.299,13,No,37,6.500,0,2,0,0,0,0,24,0,0,12,0,2,0,1,739,0,Inactive,31.500,18.391,92,0,0.500,Off,5.703,293
445,293,536,45,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
446,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,324,00:04:41,555.750,98.931,14.144,No,No,No,No,No,No,No,No,2.314
447,2.209,13,No,36,5.990,0,2,0,0,0,0,26,0,0,12,0,2,0,1,739,0,Inactive,31,17.824,92,0,0.500,Off,5.445,293,293,562,47,OK
448,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
449,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.431,324,00:04:42,567,98.931,14.144,No,No,No,No,No,No,No,No,2.148,2.058,13,No,35
450,5.870,0,2,0,0,0,0,28,0,0,12,0,2,0,1,739,0,Inactive,29,17.551,92,0,0.500,Off,5.344,293,293,492,48,OK,OK,OK,OK,OK
451,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
452,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,19.216,324,00:04:42,503,98.931,14.218,No,No,No,No,No,No,No,No,2.224,2.133,13,No,35,5.660,0,2,0
453,0,0,0,32,0,0,12,0,2,0,1,739,0,Inactive,30.500,18.117,92,0,0.500,Off,5.789,293,293,514,50,OK,OK,OK,OK,OK,OK,OK,OK,OK
454,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
455,OK,OK,OK,OK,OK,OK,52,20.392,328,00:04:43,497,98.931,14.268,No,No,No,No,No,No,No,No,2.359,2.239,13,No,37,6.150,0,2,0,0,0,0,34
456,0,0,12,0,2,0,1,739,0,Inactive,31,17.980,92,0,0.500,Off,5.969,293,293,594,52,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
457,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
458,OK,OK,52,18.824,328,00:04:43,568.250,98.931,14.318,No,No,No,No,No,No,No,No,2.103,2.013,13,No,35,5.730,0,2,0,0,0,0,36,0,0,12,0
459,2,0,1,739,0,Inactive,22.500,17.551,92,0,0.500,Off,5.750,293,293,575,54,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
460,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,52,18.039
461,328,00:04:43,571,98.931,14.194,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34,5.720,0,2,0,0,0,0,38,0,0,12,0,2,0,1,739
462,0,Inactive,26,17.551,92,0,0.500,Off,5.055,293,293,522,56,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
463,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,18.824,324,00:04:44,531.250,98.931
464,14.218,No,No,No,No,No,No,No,No,2.133,2.028,13,No,34,5.820,0,2,0,0,0,0,38,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.551
465,92,0,0.500,Off,5.297,293,293,461,57,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
466,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,21.961,320,00:04:44,459.500,98.931,14.069,No,No,No
467,No,No,No,No,No,2.659,2.524,13,No,39,6.820,0,2,0,0,0,0,40,0,0,12,0,2,0,1,739,0,Inactive,32,18.684,92,0,0.500,Off
468,6.891,293,293,568,59,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
469,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,20,320,00:04:45,595.500,98.931,14.244,No,No,No,No,No,No,No
470,No,2.479,2.329,13,No,38,6.260,0,2,0,0,0,0,40,0,0,12,0,2,0,1,739,0,Inactive,26,17.688,92,0,0.500,Off,5.914,293,293,577
471,61,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
472,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,19.216,332,00:04:45,574.750,98.931,14.293,No,No,No,No,No,No,No,No,2.058,1.938,13
473,No,35,5.800,0,2,0,0,0,0,42,0,0,12,0,2,0,1,739,0,Inactive,21,17.688,92,0,0.500,Off,5.203,292,292,519,64,OK,OK,OK
474,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
475,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,53,19.216,324,00:04:46,520.750,98.931,14.318,No,No,No,No,No,No,No,No,2.224,2.103,13,No,35,5.910,0
476,2,0,0,0,0,42,0,0,12,0,2,0,1,739,0,Inactive,30.500,17.688,92,0,0.500,Off,6.102,292,292,486,65,OK,OK,OK,OK,OK,OK,OK
477,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
478,OK,OK,OK,OK,OK,OK,OK,OK,53,21.961,320,00:04:46,496,98.931,14.268,No,No,No,No,No,No,No,No,2.614,2.479,13,No,38,6.530,0,2,0,0,0
479,0,44,0,0,12,0,2,0,1,739,0,Inactive,32,18.254,92,0,0.500,Off,6.320,292,292,582,68,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
480,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
481,OK,OK,OK,OK,53,18.824,328,00:04:47,571.750,98.931,14.268,No,No,No,No,No,No,No,No,2.133,2.028,13,No,36,5.940,0,2,0,0,0,0,44,0,0
482,12,0,2,0,1,739,0,Inactive,25.500,17.688,92,0,0.500,Off,5.695,292,292,569,70,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
483,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
484,53,18.824,324,00:04:47,561.750,98.931,14.268,No,No,No,No,No,No,No,No,2.088,1.998,13,No,34,5.890,0,2,0,0,0,0,46,0,0,12,0,2,0
485,1,739,0,Inactive,27.500,17.688,92,0,0.500,Off,5.375,292,292,530,72,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
