Row,* Park/Neutral Position (PNP) Switch (If Equipped),Accelerator Pedal Position (APP) Indicated Angle [%],Air Conditioning (AC) Relay Command,Air Flow Calculated [g/s],Ambient Air Temperature [degree C],Barometric Pressure (BARO) [kPa],Brake Pedal Position (BPP) Signal,Cold Startup,Cruise Control Active,Deceleration Fuel Cutoff,Desired Idle Speed [rpm],Engine Control (EC) Ignition Relay Command,Engine Control (EC) Ignition Relay Feedback Signal [V],Engine Coolant Temperature (ECT) Sensor [degree C],Engine Load [%],Engine Oil Level Switch,Engine Oil Pressure Sensor [kPa],Engine Run Time,Engine Speed [rpm],Evaporative Emission (EVAP) Purge Solenoid Command [%],Evaporative Emission (EVAP) Vent Solenoid Command,Fuel Pump Relay Circuit Open Test Status,Fuel Pump Relay Circuit Short Gnd Test Status,Fuel Pump Relay Circuit Short Volts Test Status,Fuel Pump Relay Command,Fuel Tank Level Remaining [%],Fuel Tank Pressure Sensor [mmHg],Fuel Trim Cell,Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 [mV],Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 [mV],Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 [mV],Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 [mV],Ignition 1 Signal [V],Ignition Accessory Signal,Ignition Off Time [min],Injector PWM Bank 1 [ms],Injector PWM Bank 2 [ms],Intake Air Temperature (IAT) Sensor [degree C],Intake Manifold Pressure [kPa],Long Term Fuel Trim (FT) Bank 1 [%],Long Term Fuel Trim (FT) Bank 2 [%],Loop Status,Malfunction Indicator Lamp (MIL) Circuit Open Test Status,Malfunction Indicator Lamp (MIL) Circuit Short Gnd Test Status,Malfunction Indicator Lamp (MIL) Circuit Short Volts Test Status,Malfunction Indicator Lamp (MIL) Command,Malfunction Indicator Lamp (MIL) Requested By DTC,Manifold Absolute Pressure (MAP) Sensor [kPa],Mass Air Flow (MAF) Sensor [g/s],Power Enrichment,Short Term Fuel Trim (FT) Bank 1 [%],Short Term Fuel Trim (FT) Bank 2 [%],Spark [deg],Throttle Position (TP) Indicated Angle [%],Vehicle Speed Sensor [km/h],Warm-Ups Since DTC Cleared [counts],Warm-Ups w/o Emission Faults,Warm-Ups w/o Non-Emission Faults
448,In Gear,9.152,Off,19.320,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,43.137,OK,344,00:12:33,1217,87.451,Not Venting,Not Run,OK,Not Run,Off,11.480,-5.231,0,0,0,99.826,746.528,13.746,Off,50283,3.846,3.816,7,53,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,45,20.910,Inactive,7.031,5.469,35,26.789,60,3,0,0
449,In Gear,4.602,Off,20.617,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,32.157,OK,348,00:12:33,1267,91.373,Not Venting,Not Run,OK,Not Run,Off,11.480,-5.357,0,0,0,785.590,746.528,13.746,Off,50283,3.395,3.696,7,50,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,48,17.130,Inactive,-0.781,8.594,33,24.367,61,3,0,0
450,In Gear,0.500,Off,14.734,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,25.882,OK,340,00:12:34,1183.250,79.216,Not Venting,Not Run,OK,Not Run,Off,11.873,-5.607,7,0,0,707.465,750.868,13.746,Off,50283,2.434,2.209,7,59,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,39,12.100,Inactive,4.688,0,41,21.516,61,3,0,0
451,In Gear,0.500,Off,11.508,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,23.529,OK,340,00:12:34,1120,63.137,Not Venting,Not Run,OK,Not Run,Off,12.265,-5.814,7,0,0,56.424,746.528,13.770,Off,50283,2.043,1.983,7,66,-17.969,-21.094,Open,Not Run,Not Run,OK,On,Yes,33,10.420,Inactive,4.688,4.688,44.500,21.105,62,3,0,0
452,In Gear,0.500,Off,10.625,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,23.922,OK,340,00:12:34,1116.500,53.725,Not Venting,Not Run,OK,Not Run,Off,12.657,-5.895,7,0,0,789.931,750.868,13.720,Off,50283,1.833,1.923,7,67,-17.969,-21.094,Open,Not Run,Not Run,OK,On,Yes,30,10.580,Inactive,0,7.031,31.500,21.105,62,3,0,0
453,In Gear,0.500,Off,10.109,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,21.569,OK,344,00:12:35,1129.250,47.843,Not Venting,Not Run,OK,Not Run,Off,13.441,-5.827,7,0,0,833.333,750.868,13.746,Off,50283,1.698,1.638,7,69,-17.969,-21.094,Open,Not Run,Not Run,OK,On,Yes,29,9.450,Inactive,0,0.781,32.500,20.383,62,3,0,0
454,In Gear,0.500,Off,8.805,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,17.647,OK,340,00:12:35,1093,36.471,Not Venting,Not Run,OK,Not Run,Off,13.833,-5.632,7,0,0,65.104,746.528,13.770,Off,50283,1.532,1.472,7,71,-17.969,-21.094,Open,Not Run,Not Run,OK,On,Yes,27,7.670,Inactive,4.688,4.688,30.500,18.547,62,3,0,0
455,In Gear,0.500,Off,7.484,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,17.647,OK,340,00:12:36,1024.250,27.451,Not Venting,Not Run,OK,Not Run,Off,13.833,-5.305,7,0,0,138.889,750.868,13.720,Off,50283,1.472,1.427,7,74,-17.969,-21.094,Open,Not Run,Not Run,OK,On,Yes,24,7.220,Inactive,4.688,5.469,24,18.547,62,3,0,0
456,In Gear,0.500,Off,6.906,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,16.078,OK,336,00:12:36,975,25.098,Not Venting,Not Run,OK,Not Run,Off,13.441,-4.837,7,0,0,789.931,746.528,13.746,Off,50283,1.412,1.322,7,75,-17.188,-21.094,Open,Not Run,Not Run,OK,On,Yes,23,6.150,Inactive,7.812,7.031,20.500,17.395,61,3,0,0
457,In Gear,0.500,Off,6.219,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,16.078,OK,332,00:12:36,932.500,22.745,Not Venting,Not Run,OK,Not Run,Off,12.657,-4.324,7,0,0,668.403,746.528,13.720,Off,50283,1.307,1.232,7,75,-17.188,-21.094,Open,Not Run,Not Run,OK,On,Yes,23,5.990,Inactive,1.562,0.781,19.500,17.395,61,3,0,0
458,In Gear,4.426,Off,7.086,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,23.137,OK,332,00:12:37,950.500,23.529,Not Venting,Not Run,OK,Not Run,Off,11.480,-3.793,7,0,0,785.590,746.528,13.696,Off,50283,1.593,1.608,7,73,-17.188,-21.094,Open,Not Run,Not Run,OK,On,Yes,24,8.380,Inactive,0.781,5.469,24.500,20.109,61,3,0,0
459,In Gear,11.203,Off,14.281,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,43.529,OK,340,00:12:37,1142.250,52.941,Not Venting,Not Run,OK,Not Run,Off,10.696,-3.323,0,0,0,729.167,746.528,13.770,Off,50283,3.080,2.915,7,62,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,35,19.540,Inactive,-2.344,0.781,32,26.633,60,3,0,0
460,In Gear,14.250,Off,26.102,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,64.706,OK,352,00:12:38,1267.500,92.549,Not Venting,Not Run,OK,Not Run,Off,10.696,-3.116,0,0,0,43.403,742.188,13.746,Off,50283,5.198,5.123,7,44,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,53,32.190,Inactive,6.250,5.469,29,31.047,60,3,0,0
461,In Gear,14.113,Off,34.328,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,57.647,OK,364,00:12:38,1464.250,100,Not Venting,Not Run,OK,Not Run,Off,10.696,-3.316,1,0,0,737.847,729.167,13.770,Off,50283,6.490,6.460,7,36,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,62,33.900,Inactive,12.500,10.938,27.500,31.613,60,3,0,0
462,In Gear,12.062,Off,33.609,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,55.686,OK,380,00:12:38,1487.250,100,Not Venting,Not Run,OK,Not Run,Off,11.088,-3.814,1,0,0,876.736,742.188,13.746,Off,50283,5.544,5.649,7,38,-3.125,-3.906,Open,Not Run,Not Run,OK,On,Yes,60,33.400,Inactive,2.344,3.125,28.500,31.047,61,3,0,0
463,In Gear,5.949,Off,22.320,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,38.039,OK,368,00:12:39,1345.750,93.333,Not Venting,Not Run,OK,Not Run,Off,11.873,-4.405,0,0,0,147.569,759.549,13.746,Off,50283,3.831,3.861,7,50,-9.375,-10.156,Open,Not Run,Not Run,OK,On,Yes,48,20.360,Inactive,7.031,0,34,26.496,61,3,0,0
464,In Gear,0.500,Off,15.711,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,27.451,OK,360,00:12:39,1205.750,85.490,Not Venting,Not Run,OK,Not Run,Off,12.657,-4.948,7,0,0,807.292,755.208,13.746,Off,50283,3.305,3.170,7,58,-17.188,-21.094,Open,Not Run,Not Run,OK,On,Yes,40,13.250,Inactive,2.344,7.812,39.500,23.508,62,3,0,0
465,In Gear,0.500,Off,14.359,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,27.451,OK,360,00:12:39,1184.500,77.255,Not Venting,Not Run,OK,Not Run,Off,12.657,-5.170,7,0,0,651.042,755.208,13.746,Off,50283,2.404,2.299,7,61,-17.188,-21.094,Open,Not Run,Not Run,OK,On,Yes,37,12.870,Inactive,3.125,7.812,41,22.668,61,3,0,0
466,In Gear,0.500,Off,13.125,5,98,Applied,No,Inactive,Inactive,624,Off,13.600,92,27.843,OK,356,00:12:40,1166,71.765,Not Venting,Not Run,OK,Not Run,Off,13.441,-5.468,7,0,0,828.993,755.208,13.720,Off,50283,2.269,2.209,7,63,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,35,12.770,Inactive,3.125,7.812,29,22.375,61,3,0,0
467,In Gear,0.500,Off,11.789,5,98,Applied,No,Inactive,Inactive,624,Off,13.600,92,24.706,OK,360,00:12:40,1141.750,63.529,Not Venting,Not Run,OK,Not Run,Off,14.225,-5.643,7,0,0,811.632,759.549,13.746,Off,50283,2.043,1.998,7,65,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,33,11.230,Inactive,2.344,3.125,30.500,21.516,60,3,0,0
468,In Gear,0.500,Off,10.430,5,98,Applied,No,Inactive,Inactive,624,Off,13.600,92,22.745,OK,360,00:12:41,1087.500,52.549,Not Venting,Not Run,OK,Not Run,Off,14.225,-5.690,7,0,0,412.326,755.208,13.720,Off,50283,1.773,1.878,7,67,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,31,9.740,Inactive,-2.344,-1.562,30.500,20.520,60,3,0,0
469,In Gear,0.500,Off,9.625,5,98,Applied,No,Inactive,Inactive,624,Off,13.600,92,20.392,OK,352,00:12:41,1083.250,43.922,Not Venting,Not Run,OK,Not Run,Off,13.833,-5.542,7,0,0,108.507,759.549,13.746,Off,50283,1.833,1.773,7,69,-16.406,-19.531,Open,Not Run,Not Run,OK,On,Yes,29,8.780,Inactive,6.250,6.250,31,20.109,59,3,0,0
470,In Gear,0.500,Off,8.219,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,92,18.039,OK,348,00:12:41,1034.250,30.588,Not Venting,Not Run,OK,Not Run,Off,12.657,-5.283,7,0,0,815.972,755.208,13.795,Off,50283,1.532,1.487,7,71,-16.406,-19.531,Open,Not Run,Not Run,OK,On,Yes,27,7.190,Inactive,1.562,2.344,27.500,18.684,58,3,0,0
471,In Gear,0.500,Off,7.352,5,98,Applied,No,Inactive,Inactive,624,Off,13.700,92,18.824,OK,344,00:12:42,960.250,26.667,Not Venting,Not Run,OK,Not Run,Off,11.480,-4.910,7,0,0,703.125,755.208,13.770,Off,50283,1.593,1.442,7,72,-16.406,-19.531,Open,Not Run,Not Run,OK,On,Yes,25,7.160,Inactive,0.781,2.344,25,18.547,58,3,0,0
472,In Gear,0.500,Off,6.812,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,16.471,OK,344,00:12:42,945.500,25.098,Not Venting,Not Run,OK,Not Run,Off,9.520,-4.457,7,0,0,607.639,759.549,13.746,Off,50283,1.352,1.427,7,73,-16.406,-19.531,Open,Not Run,Not Run,OK,On,Yes,25,6.270,Inactive,0.781,6.250,22,17.688,57,3,0,0
473,In Gear,0.500,Off,6.188,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,16.078,OK,332,00:12:43,879.500,22.745,Not Venting,Not Run,OK,Not Run,Off,6.775,-3.994,7,0,0,811.632,759.549,13.770,Off,50283,1.352,1.352,7,74,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,24,5.910,Inactive,0.781,1.562,21.500,17.258,57,3,0,0
474,In Gear,3.410,Off,6.047,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,16.863,OK,328,00:12:43,859.250,21.961,Not Venting,Not Run,OK,Not Run,Off,5.598,-3.551,7,0,0,807.292,759.549,13.746,Off,50283,1.397,1.382,7,74,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,24,5.830,Inactive,0,0.781,22,17.551,57,3,0,0
475,In Gear,8.488,Off,11.836,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,38.039,OK,344,00:12:43,1031.750,40.784,Not Venting,Not Run,OK,Not Run,Off,7.167,-3.136,0,0,0,824.653,759.549,13.820,Off,50283,2.659,2.569,7,64,-8.594,-9.375,Open,Not Run,Not Run,OK,On,Yes,34,15.410,Inactive,-0.781,-3.125,28,24.367,57,3,0,0
476,In Gear,10.891,Off,16.766,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,45.882,OK,356,00:12:44,1118.750,78.824,Not Venting,Not Run,OK,Not Run,Off,8.343,-2.869,0,0,0,39.062,763.889,13.795,Off,50283,3.636,3.636,7,55,-8.594,-9.375,Open,Not Run,Not Run,OK,On,Yes,42,20.130,Inactive,3.125,3.906,31,26.926,57,3,0,0
477,In Gear,11.203,Off,23.750,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,51.373,OK,360,00:12:44,1252.500,93.725,Not Venting,Not Run,OK,Not Run,Off,9.520,-2.972,0,0,0,73.785,763.889,13.795,Off,50283,4.597,4.657,7,45,-8.594,-9.375,Open,Not Run,Not Run,OK,On,Yes,52,25.390,Inactive,4.688,5.469,30,28.488,57,3,0,0
478,In Gear,11.574,Off,26.531,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,50.980,OK,364,00:12:45,1331.500,96.471,Not Venting,Not Run,OK,Not Run,Off,10.696,-3.344,0,0,0,855.035,763.889,13.795,Off,50283,5.228,5.183,7,43,-8.594,-9.375,Open,Not Run,Not Run,OK,On,Yes,55,27.020,Inactive,10.156,10.938,29.500,29.191,57,3,0,0
479,In Gear,16.320,Off,36.758,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,68.235,OK,364,00:12:45,1439,100,Not Venting,Not Run,OK,Not Run,Off,11.873,-3.883,1,0,0,694.444,759.549,13.770,Off,50283,6.971,6.550,7,32,-3.906,-4.688,Open,Not Run,Not Run,OK,On,Yes,64,38.840,Inactive,6.250,1.562,25.500,33.469,58,3,0,0
480,In Gear,16.633,Off,42.703,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,66.667,OK,376,00:12:45,1588.500,100,Not Venting,Not Run,OK,Not Run,Off,13.049,-4.473,1,0,0,108.507,755.208,13.770,Off,50283,6.791,7.076,7,28,-3.125,-3.906,Open,Not Run,Not Run,OK,On,Yes,70,42.670,Inactive,0,4.688,25,34.035,59,3,0,0
481,In Gear,16.633,Off,43.086,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,65.490,OK,384,00:12:46,1604.250,100,Not Venting,Not Run,OK,Not Run,Off,13.833,-5.026,1,0,0,837.674,763.889,13.795,Off,50283,6.656,6.926,7,28,-3.125,-3.906,Open,Not Run,Not Run,OK,On,Yes,69,42.320,Inactive,5.469,4.688,26,34.035,60,3,0,0
482,In Gear,15.148,Off,42.438,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,65.490,OK,380,00:12:46,1596.750,100,Not Venting,Not Run,OK,Not Run,Off,14.225,-5.515,1,0,0,733.507,768.229,13.795,Off,50283,6.821,6.175,7,29,-3.125,-3.906,Open,Not Run,Not Run,OK,On,Yes,69,42.140,Inactive,-4.688,-2.344,26,33.605,61,3,0,0
483,In Gear,2.902,Off,28.703,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,38.431,OK,376,00:12:47,1498.250,100,Not Venting,Not Run,OK,Not Run,Off,15.010,-5.958,0,0,0,833.333,768.229,13.770,Off,50283,3.981,4.162,7,42,-3.125,-3.906,Open,Not Run,Not Run,OK,On,Yes,56,24.890,Inactive,-2.344,3.125,31,26.066,61,3,0,0
484,In Gear,0.500,Off,15.711,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,27.843,OK,360,00:12:47,1213.250,85.490,Not Venting,Not Run,OK,Not Run,Off,15.402,-6.388,7,0,0,82.465,772.569,13.746,Off,50283,2.584,2.524,7,59,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,40,13.320,Inactive,3.125,3.125,39.500,22.941,62,3,0,0
485,In Gear,0.500,Off,13.906,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,27.843,OK,356,00:12:47,1186,75.294,Not Venting,Not Run,OK,Not Run,Off,16.186,-6.691,7,0,0,842.014,772.569,13.746,Off,50283,2.254,2.314,7,62,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,36,13.090,Inactive,-1.562,3.125,27,22.805,62,3,0,0
486,In Gear,0.500,Off,13.031,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,27.451,OK,356,00:12:48,1169.750,71.765,Not Venting,Not Run,OK,Not Run,Off,16.186,-6.824,7,0,0,759.549,772.569,13.746,Off,50283,2.133,2.118,7,64,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,34,12.430,Inactive,-2.344,-2.344,29,22.375,62,3,0,0
487,In Gear,0.500,Off,11.547,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,22.353,OK,356,00:12:48,1157.500,62.353,Not Venting,Not Run,OK,Not Run,Off,15.794,-6.840,7,0,0,78.125,772.569,13.746,Off,50283,1.998,1.938,7,66,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,32,10.310,Inactive,2.344,2.344,31.500,21.105,62,3,0,0
488,In Gear,0.500,Off,10.445,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,21.569,OK,352,00:12:49,1135.500,52.157,Not Venting,Not Run,OK,Not Run,Off,14.225,-6.739,7,0,0,82.465,772.569,13.746,Off,50283,1.833,1.803,7,68,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,30,9.610,Inactive,3.125,3.125,32,20.520,62,3,0,0
489,In Gear,0.500,Off,9.172,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,18.039,OK,352,00:12:49,1119.750,38.824,Not Venting,Not Run,OK,Not Run,Off,13.049,-6.466,7,0,0,746.528,776.910,13.746,Off,50283,1.517,1.623,7,71,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,27,7.960,Inactive,-0.781,7.031,32,18.820,62,3,0,0
490,In Gear,0.500,Off,7.578,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,16.471,OK,348,00:12:49,1038.750,27.451,Not Venting,Not Run,OK,Not Run,Off,11.873,-6.100,7,0,0,824.653,776.910,13.770,Off,50283,1.322,1.307,7,74,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,24,7.070,Inactive,-0.781,-0.781,23.500,18.391,62,3,0,0
491,In Gear,7.160,Off,7.500,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,25.098,OK,336,00:12:50,960,25.098,Not Venting,Not Run,OK,Not Run,Off,11.480,-5.591,0,0,0,685.764,781.250,13.720,Off,50283,1.893,1.683,7,73,-9.375,-10.938,Open,Not Run,Not Run,OK,On,Yes,24,9.520,Inactive,3.125,-2.344,23.500,21.945,62,3,0,0
492,In Gear,11.203,Off,11.500,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,70.588,OK,340,00:12:50,1230.500,72.549,Not Venting,Not Run,OK,Not Run,Off,11.088,-5.036,0,0,0,516.493,776.910,13.746,Off,50283,2.524,2.614,7,53,-8.594,-9.375,Open,Not Run,Not Run,OK,On,Yes,42,33.830,Inactive,-1.562,3.125,27,26.633,62,3,0,0
493,In Gear,16.965,Off,34.094,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,74.118,OK,356,00:12:50,1356.750,97.255,Not Venting,Not Run,OK,Not Run,Off,11.088,-4.849,0,0,0,39.062,772.569,13.795,Off,50283,6.160,6.175,7,35,-8.594,-9.375,Open,Not Run,Not Run,OK,On,Yes,61,40,Inactive,3.906,4.688,25,33.312,62,3,0,0
494,In Gear,17.160,Off,43.617,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,67.843,OK,364,00:12:51,1616,100,Not Venting,Not Run,OK,Not Run,Off,11.088,-4.849,1,0,0,850.694,759.549,13.795,Off,50283,7.497,7.437,7,28,-2.344,-3.906,Open,Not Run,Not Run,OK,On,Yes,70,44.110,Inactive,9.375,10.156,27,34.172,63,3,0,0
495,In Gear,8.645,Off,32.578,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,41.569,OK,372,00:12:51,1575.250,100,Not Venting,Not Run,OK,Not Run,Off,11.480,-5.123,1,0,0,798.611,763.889,13.795,Off,50283,4.582,4.688,7,38,-2.344,-3.906,Open,Not Run,Not Run,OK,On,Yes,62,26.230,Inactive,-0.781,0.781,30,28.352,63,3,0,0
496,In Gear,0.500,Off,17.367,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,28.627,OK,348,00:12:52,1269.750,89.020,Not Venting,Not Run,OK,Not Run,Off,11.873,-5.553,7,0,0,43.403,768.229,13.795,Off,50283,2.809,2.825,7,57,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,42,14.340,Inactive,5.469,5.469,38.500,23.508,64,3,0,0
497,In Gear,0.500,Off,14.352,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,27.451,OK,348,00:12:52,1218.750,78.039,Not Venting,Not Run,OK,Not Run,Off,12.265,-5.909,7,0,0,69.444,768.229,13.820,Off,50283,2.614,2.599,7,62,-16.406,-17.188,Open,Not Run,Not Run,OK,On,Yes,36,13.410,Inactive,9.375,10.156,30.500,22.941,64,3,0,0
498,In Gear,0.500,Off,13.258,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,26.667,OK,352,00:12:52,1206.500,71.765,Not Venting,Not Run,OK,Not Run,Off,13.049,-6.131,7,0,0,846.354,763.889,13.795,Off,50283,2.239,2.464,7,64,-15.625,-16.406,Open,Not Run,Not Run,OK,On,Yes,34,12.700,Inactive,2.344,11.719,31,22.238,64,3,0,0
499,In Gear,0.500,Off,11.812,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,23.137,OK,352,00:12:53,1185.500,63.137,Not Venting,Not Run,OK,Not Run,Off,13.441,-6.241,7,0,0,815.972,763.889,13.820,Off,50283,2.058,1.983,7,66,-15.625,-16.406,Open,Not Run,Not Run,OK,On,Yes,32,10.850,Inactive,1.562,3.125,32.500,21.379,64,3,0,0
500,In Gear,17.648,Off,31.898,5,98,Released,No,Inactive,Inactive,624,Off,13.700,92,79.216,OK,348,00:12:53,1337.750,89.412,Not Venting,Not Run,OK,Not Run,Off,13.833,-6.246,0,0,0,60.764,759.549,13.795,Off,50283,6.310,6.190,7,41,-8.594,-9.375,Open,Not Run,Not Run,OK,On,Yes,54,41.960,Inactive,7.031,7.031,27,33.898,65,3,0,0
501,In Gear,19.484,Off,48.914,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,74.510,OK,356,00:12:54,1665.750,100,Not Venting,Not Run,OK,Not Run,Off,13.833,-6.286,1,0,0,820.312,750.868,13.746,Off,50283,7.722,7.993,7,22,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,75,50.160,Inactive,3.125,7.812,25,36.027,65,3,0,0
502,In Gear,15.461,Off,48.539,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,65.882,OK,368,00:12:54,1707,100,Not Venting,Not Run,OK,Not Run,Off,13.441,-6.464,1,0,0,781.250,750.868,13.746,Off,50283,6.716,6.776,7,24,-2.344,-3.125,Open,Not Run,Not Run,OK,On,Yes,75,45.430,Inactive,-2.344,1.562,25.500,34.035,65,3,0,0
503,In Gear,0.500,Off,20.344,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,28.235,OK,368,00:12:54,1395.500,93.725,Not Venting,Not Run,OK,Not Run,Off,13.049,-6.683,7,0,0,39.062,755.208,13.746,Off,50283,3.020,2.900,7,54,-14.062,-16.406,Open,Not Run,Not Run,OK,On,Yes,45,15.780,Inactive,0.781,4.688,37,24.367,66,3,0,0
504,In Gear,0.500,Off,15.250,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,27.451,OK,360,00:12:55,1255.750,81.569,Not Venting,Not Run,OK,Not Run,Off,13.049,-6.935,7,0,0,520.833,759.549,13.770,Off,50283,2.659,2.599,7,61,-13.281,-15.625,Open,Not Run,Not Run,OK,On,Yes,37,13.700,Inactive,7.031,5.469,29.500,23.098,66,3,0,0
505,In Gear,0.500,Off,14.047,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,27.451,OK,356,00:12:55,1239,75.294,Not Venting,Not Run,OK,Not Run,Off,13.441,-7.088,7,0,0,868.056,755.208,13.746,Off,50283,2.314,2.254,7,63,-13.281,-15.625,Open,Not Run,Not Run,OK,On,Yes,35,13.370,Inactive,1.562,0,30.500,22.805,66,3,0,0
506,In Gear,0.500,Off,12.688,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,22.745,OK,356,00:12:56,1216.250,69.804,Not Venting,Not Run,OK,Not Run,Off,13.833,-7.128,7,0,0,811.632,759.549,13.746,Off,50283,1.983,1.983,7,65,-13.281,-15.625,Open,Not Run,Not Run,OK,On,Yes,33,11.040,Inactive,-2.344,-0.781,32.500,21.379,66,3,0,0
507,In Gear,0.500,Off,11.320,5,98,Released,No,Inactive,Inactive,624,Off,13.600,92,21.961,OK,344,00:12:56,1182.250,56.863,Not Venting,Not Run,OK,Not Run,Off,14.225,-7.099,7,0,0,603.299,755.208,13.746,Off,50283,1.968,1.728,7,68,-13.281,-15.625,Open,Not Run,Not Run,OK,On,Yes,30,10.290,Inactive,-4.688,-3.906,33,21.105,66,3,0,0
508,In Gear,0.500,Off,9.852,5,98,Applied,No,Inactive,Inactive,624,Off,13.500,92,18.431,OK,344,00:12:56,1187.250,45.490,Not Venting,Not Run,OK,Not Run,Off,14.225,-6.934,7,0,0,117.188,755.208,13.696,Off,50283,1.578,1.623,7,71,-13.281,-15.625,Open,Not Run,Not Run,OK,On,Yes,27,8.690,Inactive,-0.781,3.906,34.500,19.680,66,3,0,0
509,In Gear,0.500,Off,8.273,5,98,Applied,No,Inactive,Inactive,624,Off,13.600,92,14.902,OK,348,00:12:57,1136.500,30.196,Not Venting,Not Run,OK,Not Run,Off,13.441,-6.635,7,0,0,846.354,750.868,13.746,Off,50283,1.352,1.337,7,74,-13.281,-15.625,Open,Not Run,Not Run,OK,On,Yes,24,6.760,Inactive,-0.781,0,26,18.254,65,3,0,0
