Num,1. * Park/Neutral Position (PNP) Switch (If Equipped),2. Accelerator Pedal Position (APP) Indicated Angle (%),3. Air Conditioning (A/C) Relay Command,4. Air Flow Calculated (g/s),5. Ambient Air Temperature (degree C),6. Barometric Pressure (BARO) (kPa),7. Brake Pedal Position (BPP) Signal,8. Cold Startup,9. Cruise Control Active,10. Deceleration Fuel Cutoff,11. Desired Idle Speed (rpm),12. Engine Control (EC) Ignition Relay Command,13. Engine Control (EC) Ignition Relay Feedback Signal (V),14. Engine Coolant Temperature (ECT) Sensor (degree C),15. Engine Load (%),16. Engine Oil Level Switch,17. Engine Oil Pressure Sensor (kPa),18. Engine Run Time,19. Engine Speed (rpm),20. Evaporative Emission (EVAP) Purge Solenoid Command (%),21. Evaporative Emission (EVAP) Vent Solenoid Command,22. Fuel Pump Relay Circuit Open Test Status,23. Fuel Pump Relay Circuit Short Gnd Test Status,24. Fuel Pump Relay Circuit Short Volts Test Status,25. Fuel Pump Relay Command,26. Fuel Tank Level Remaining (%),27. Fuel Tank Pressure Sensor (mmHg),28. Fuel Trim Cell (   ),29. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 (mV),30. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 (mV),31. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 (mV),32. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 (mV),33. Ignition 1 Signal (V),34. Ignition Accessory Signal,35. Ignition Off Time (min),36. Injector PWM Bank 1 (ms),37. Injector PWM Bank 2 (ms),38. Intake Air Temperature (IAT) Sensor (degree C),39. Intake Manifold Pressure (kPa),40. Long Term Fuel Trim (FT) Bank 1 (%),41. Long Term Fuel Trim (FT) Bank 2 (%),42. Loop Status,43. Malfunction Indicator Lamp (MIL) Circuit Open Test Status,44. Malfunction Indicator Lamp (MIL) Circuit Short Gnd Test Status,45. Malfunction Indicator Lamp (MIL) Circuit Short Volts Test Status,46. Malfunction Indicator Lamp (MIL) Command,47. Malfunction Indicator Lamp (MIL) Requested By DTC,48. Manifold Absolute Pressure (MAP) Sensor (kPa),49. Mass Air Flow (MAF) Sensor (g/s),50. Power Enrichment,51. Short Term Fuel Trim (FT) Bank 1 (%),52. Short Term Fuel Trim (FT) Bank 2 (%),53. Spark (deg),54. Throttle Position (TP) Indicated Angle (%),55. Vehicle Speed Sensor (km/h),56. Warm-Ups Since DTC Cleared (counts),57. Warm-Ups w/o Emission Faults (   ),58. Warm-Ups w/o Non-Emission Faults (   )
186,Park/Neutral,0.500,Off,7.719,13,98,Released,No,Inactive,Inactive,696,On,14.300,32,27.059,OK,340,00:01:07,681.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.643,14,781.250,208.333,729.167,78.125,14.417,On,0,2.584,2.344,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.500,Inactive,8.594,1.562,24,20.109,0,0,0,0
187,Park/Neutral,0.500,Off,7.727,13,98,Released,No,Inactive,Inactive,696,On,14.400,32,26.667,OK,336,00:01:08,690,0,Venting,Not Run,OK,Not Run,On,98.931,1.609,14,824.653,195.312,65.104,60.764,14.368,On,0,2.464,2.344,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.370,Inactive,8.594,5.469,19.500,19.953,0,0,0,0
188,Park/Neutral,0.500,Off,7.117,13,98,Released,No,Inactive,Inactive,696,On,14.400,32,25.882,OK,344,00:01:08,662.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.625,14,807.292,221.354,69.444,43.403,14.318,On,0,2.374,2.254,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.950,Inactive,8.594,5.469,21,19.953,0,0,0,0
189,Park/Neutral,0.500,Off,7.664,13,98,Released,No,Inactive,Inactive,696,On,14.300,32,27.843,OK,332,00:01:09,661.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,47.743,364.583,56.424,43.403,14.417,On,0,2.719,2.599,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,8.750,Inactive,8.594,5.469,24.500,20.109,0,0,0,0
190,Park/Neutral,0.500,Off,8.102,13,98,Released,No,Inactive,Inactive,696,On,14.300,32,26.667,OK,344,00:01:09,713.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.654,14,338.542,143.229,147.569,34.722,14.368,On,0,2.449,2.359,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.440,Inactive,9.375,6.250,18,19.816,0,0,0,0
191,Park/Neutral,0.500,Off,7.617,13,98,Released,No,Inactive,Inactive,696,On,14.300,32,26.275,OK,340,00:01:09,694.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,811.632,95.486,811.632,60.764,14.393,On,0,2.389,2.284,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.270,Inactive,9.375,6.250,18.500,19.816,0,0,0,0
192,Park/Neutral,0.500,Off,7.039,13,98,Released,No,Inactive,Inactive,696,On,14.300,32,26.275,OK,344,00:01:10,652,0,Venting,Not Run,OK,Not Run,On,98.931,1.634,14,243.056,104.167,164.931,73.785,14.368,On,0,2.584,2.479,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.180,Inactive,9.375,6.250,22,19.816,0,0,0,0
193,Park/Neutral,0.500,Off,7.625,13,98,Released,No,Inactive,Inactive,696,On,14.400,32,26.275,OK,336,00:01:10,686,0,Venting,Not Run,OK,Not Run,On,98.931,1.615,14,121.528,104.167,99.826,43.403,14.393,On,0,2.479,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.230,Inactive,9.375,7.812,19.500,19.816,0,0,0,0
194,Park/Neutral,0.500,Off,7.523,13,98,Released,No,Inactive,Inactive,696,On,14.300,33,25.882,OK,340,00:01:11,679.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,794.271,73.785,724.826,52.083,14.393,On,0,2.539,2.509,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.180,Inactive,10.156,10.156,20.500,19.816,0,0,0,0
195,Park/Neutral,0.500,Off,7.273,13,98,Released,No,Inactive,Inactive,696,On,14.300,33,26.667,OK,340,00:01:11,654.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.663,14,811.632,86.806,837.674,69.444,14.417,On,0,2.599,2.569,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.350,Inactive,10.156,10.156,22,19.816,0,0,0,0
196,Park/Neutral,0.500,Off,7.555,13,98,Released,No,Inactive,Inactive,696,On,14.300,33,25.882,OK,344,00:01:11,676.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.620,14,842.014,95.486,881.076,99.826,14.417,On,0,2.539,2.479,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.160,Inactive,10.156,10.156,22,19.816,0,0,0,0
197,Park/Neutral,0.500,Off,7.367,13,98,Released,No,Inactive,Inactive,696,On,14.400,33,23.922,OK,336,00:01:12,685.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.609,14,802.951,112.847,876.736,785.590,14.368,On,0,2.329,2.284,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.620,Inactive,10.156,10.156,18.500,19.680,0,0,0,0
198,Park/Neutral,0.500,Off,7.523,13,98,Released,No,Inactive,Inactive,696,On,14.400,33,26.667,OK,344,00:01:12,682.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.629,14,794.271,273.438,855.035,807.292,14.368,On,0,2.644,2.464,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.380,Inactive,10.156,5.469,19.500,19.953,0,0,0,0
199,Park/Neutral,0.500,Off,7.594,13,98,Released,No,Inactive,Inactive,696,On,14.300,33,26.275,OK,340,00:01:13,684.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,820.312,733.507,820.312,781.250,14.343,On,0,2.554,2.389,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.270,Inactive,10.156,5.469,18.500,19.953,0,0,0,0
200,Park/Neutral,0.500,Off,7.648,13,98,Released,No,Inactive,Inactive,696,On,14.400,33,26.275,OK,340,00:01:13,694.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.638,14,859.375,759.549,798.611,716.146,14.318,On,0,2.419,2.344,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.290,Inactive,7.812,5.469,18.500,19.816,0,0,0,0
201,Park/Neutral,0.500,Off,7.336,13,98,Released,No,Inactive,Inactive,696,On,14.400,33,26.275,OK,336,00:01:13,659.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.634,14,772.569,815.972,711.806,703.125,14.343,On,0,2.584,2.464,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.260,Inactive,7.812,4.688,25,19.953,0,0,0,0
202,Park/Neutral,0.500,Off,7.719,13,98,Released,No,Inactive,Inactive,696,On,14.400,33,26.275,OK,340,00:01:14,688.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.624,14,763.889,789.931,659.722,533.854,14.368,On,0,2.494,2.419,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.270,Inactive,7.812,6.250,19.500,19.953,0,0,0,0
203,Park/Neutral,0.500,Off,7.352,13,98,Released,No,Inactive,Inactive,696,On,14.300,33,25.882,OK,344,00:01:14,668.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.629,14,807.292,742.188,802.951,134.549,14.417,On,0,2.434,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.200,Inactive,7.031,6.250,18.500,19.816,0,0,0,0
204,Park/Neutral,0.500,Off,7.367,13,98,Released,No,Inactive,Inactive,696,On,14.300,33,25.882,OK,336,00:01:15,674.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.629,14,551.215,720.486,698.785,125.868,14.417,On,0,2.374,2.344,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.170,Inactive,7.031,6.250,21.500,19.680,0,0,0,0
205,Park/Neutral,0.500,Off,7.344,13,98,Released,No,Inactive,Inactive,696,On,14.400,33,25.882,OK,332,00:01:15,664,0,Venting,Not Run,OK,Not Run,On,98.931,1.647,14,73.785,668.403,186.632,82.465,14.368,On,0,2.479,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.100,Inactive,8.594,6.250,23,19.680,0,0,0,0
206,Park/Neutral,0.500,Off,7.430,13,98,Released,No,Inactive,Inactive,696,On,14.400,33,25.882,OK,336,00:01:15,669.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.615,14,104.167,542.535,260.417,56.424,14.318,On,0,2.539,2.449,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.120,Inactive,8.594,6.250,22.500,19.680,0,0,0,0
207,Park/Neutral,0.500,Off,7.227,13,98,Released,No,Inactive,Inactive,696,On,14.400,33,25.882,OK,344,00:01:16,654.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.645,14,807.292,338.542,811.632,56.424,14.368,On,0,2.494,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.160,Inactive,8.594,6.250,19,19.816,0,0,0,0
208,Park/Neutral,0.500,Off,7.367,13,98,Released,No,Inactive,Inactive,696,On,14.300,33,25.490,OK,340,00:01:16,662.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,789.931,290.799,811.632,73.785,14.393,On,0,2.479,2.404,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.060,Inactive,8.594,6.250,22.500,19.680,0,0,0,0
209,Park/Neutral,0.500,Off,7.367,13,98,Released,No,Inactive,Inactive,696,On,14.400,34,25.882,OK,336,00:01:17,676,0,Venting,Not Run,OK,Not Run,On,98.931,1.634,14,776.910,290.799,837.674,86.806,14.417,On,0,2.464,2.374,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.120,Inactive,8.594,6.250,21,19.680,0,0,0,0
210,Park/Neutral,0.500,Off,7.398,13,98,Released,No,Inactive,Inactive,696,On,14.400,34,25.882,OK,340,00:01:17,667,0,Venting,Not Run,OK,Not Run,On,98.931,1.661,14,199.653,273.438,629.340,86.806,14.343,On,0,2.479,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.120,Inactive,8.594,6.250,22.500,19.680,0,0,0,0
211,Park/Neutral,0.500,Off,7.320,13,98,Released,No,Inactive,Inactive,696,On,14.300,34,25.882,OK,340,00:01:17,664.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,451.389,247.396,815.972,56.424,14.368,On,0,2.494,2.419,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.180,Inactive,9.375,7.031,19,19.680,0,0,0,0
212,Park/Neutral,0.500,Off,7.430,13,98,Released,No,Inactive,Inactive,696,On,14.400,34,25.882,OK,336,00:01:18,675.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.640,14,755.208,182.292,785.590,69.444,14.368,On,0,2.434,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.120,Inactive,9.375,7.031,18.500,19.680,0,0,0,0
213,Park/Neutral,0.500,Off,7.367,13,98,Released,No,Inactive,Inactive,696,On,14.300,34,25.882,OK,340,00:01:18,676.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.651,14,755.208,169.271,820.312,65.104,14.318,On,0,2.464,2.374,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.160,Inactive,9.375,7.031,19,19.680,0,0,0,0
214,Park/Neutral,0.500,Off,7.297,13,98,Released,No,Inactive,Inactive,696,On,14.400,34,25.882,OK,344,00:01:19,662.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.687,14,711.806,164.931,815.972,78.125,14.368,On,0,2.554,2.449,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.070,Inactive,9.375,7.031,22.500,19.680,0,0,0,0
215,Park/Neutral,0.500,Off,7.555,13,98,Released,No,Inactive,Inactive,696,On,14.300,34,25.882,OK,340,00:01:19,681.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.643,14,807.292,160.590,833.333,73.785,14.393,On,0,2.494,2.419,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.170,Inactive,9.375,7.031,21,19.680,0,0,0,0
216,Park/Neutral,0.500,Off,7.094,13,98,Released,No,Inactive,Inactive,696,On,14.300,34,25.490,OK,340,00:01:19,650.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,824.653,160.590,824.653,91.146,14.443,On,0,2.569,2.464,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.990,Inactive,9.375,7.031,21.500,19.680,0,0,0,0
217,Park/Neutral,0.500,Off,7.336,13,98,Released,No,Inactive,Inactive,696,On,14.300,34,26.275,OK,336,00:01:20,661.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.654,14,815.972,212.674,824.653,112.847,14.318,On,0,2.509,2.419,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.210,Inactive,9.375,7.031,22.500,19.816,0,0,0,0
218,Park/Neutral,0.500,Off,7.359,13,98,Released,No,Inactive,Inactive,696,On,14.400,34,25.882,OK,328,00:01:20,668.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.660,14,776.910,295.139,824.653,130.208,14.368,On,0,2.464,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.120,Inactive,9.375,7.031,21.500,19.680,0,0,0,0
219,Park/Neutral,0.500,Off,7.391,13,98,Released,No,Inactive,Inactive,696,On,14.300,34,25.098,OK,340,00:01:21,678.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.647,14,785.590,438.368,798.611,164.931,14.318,On,0,2.419,2.329,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.920,Inactive,9.375,7.031,19,19.387,0,0,0,0
220,Park/Neutral,0.500,Off,6.938,13,98,Released,No,Inactive,Inactive,696,On,14.400,34,24.706,OK,344,00:01:21,650.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,781.250,529.514,742.188,169.271,14.343,On,0,2.389,2.284,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.830,Inactive,9.375,7.031,21.500,19.543,0,0,0,0
221,Park/Neutral,0.500,Off,7.320,13,98,Released,No,Inactive,Inactive,696,On,14.400,34,26.275,OK,336,00:01:21,653.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.615,14,73.785,590.278,789.931,125.868,14.343,On,0,2.584,2.494,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.260,Inactive,9.375,7.031,24,19.816,0,0,0,0
222,Park/Neutral,0.500,Off,7.508,13,98,Released,No,Inactive,Inactive,696,On,14.400,34,25.490,OK,340,00:01:22,682.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.627,14,755.208,308.160,824.653,104.167,14.343,On,0,2.419,2.254,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.030,Inactive,10.938,5.469,20.500,19.543,0,0,0,0
223,Park/Neutral,0.500,Off,7.305,13,98,Released,No,Inactive,Inactive,696,On,14.300,34,25.490,OK,336,00:01:22,663.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.665,14,781.250,160.590,802.951,99.826,14.368,On,0,2.539,2.374,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.960,Inactive,10.938,5.469,22.500,19.543,0,0,0,0
224,Park/Neutral,0.500,Off,7.352,13,98,Released,No,Inactive,Inactive,696,On,14.400,34,25.490,OK,332,00:01:23,667.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.620,14,824.653,186.632,750.868,121.528,14.417,On,0,2.509,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.040,Inactive,10.938,5.469,20.500,19.543,0,0,0,0
225,Park/Neutral,0.500,Off,6.883,13,98,Released,No,Inactive,Inactive,696,On,14.300,34,25.490,OK,340,00:01:23,635,0,Venting,Not Run,OK,Not Run,On,98.931,1.624,14,855.035,251.736,776.910,82.465,14.368,On,0,2.509,2.344,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.920,Inactive,10.938,4.688,21.500,19.543,0,0,0,0
226,Park/Neutral,0.500,Off,7.453,13,98,Released,No,Inactive,Inactive,696,On,14.300,34,25.490,OK,336,00:01:23,672,0,Venting,Not Run,OK,Not Run,On,98.931,1.622,14,833.333,794.271,412.326,82.465,14.417,On,0,2.539,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.020,Inactive,10.938,4.688,21,19.543,0,0,0,0
227,Park/Neutral,0.500,Off,7.273,13,98,Released,No,Inactive,Inactive,688,On,14.300,34,25.490,OK,340,00:01:24,665.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.604,14,846.354,789.931,507.812,56.424,14.417,On,0,2.404,2.329,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.020,Inactive,7.812,6.250,18.500,19.543,0,0,0,0
228,Park/Neutral,0.500,Off,7.352,13,98,Released,No,Inactive,Inactive,688,On,14.400,34,25.490,OK,336,00:01:24,669.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.656,14,729.167,807.292,755.208,60.764,14.343,On,0,2.419,2.344,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.990,Inactive,7.812,6.250,19.500,19.543,0,0,0,0
229,Park/Neutral,0.500,Off,7.359,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,25.490,OK,344,00:01:25,674.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.625,14,716.146,772.569,755.208,56.424,14.393,On,0,2.419,2.344,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,8.010,Inactive,7.812,6.250,20,19.680,0,0,0,0
230,Park/Neutral,0.500,Off,7.070,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,25.490,OK,344,00:01:25,652.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.627,14,698.785,720.486,794.271,60.764,14.393,On,0,2.419,2.374,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.960,Inactive,7.031,6.250,19,19.543,0,0,0,0
231,Park/Neutral,0.500,Off,7.023,13,98,Released,No,Inactive,Inactive,688,On,14.400,35,25.490,OK,336,00:01:25,637.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.660,14,164.931,685.764,776.910,65.104,14.318,On,0,2.569,2.479,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.970,Inactive,8.594,6.250,27.500,19.543,0,0,0,0
232,Park/Neutral,0.500,Off,7.344,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,24.706,OK,336,00:01:26,679.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.629,14,694.444,629.340,828.993,65.104,14.368,On,0,2.329,2.254,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.760,Inactive,8.594,6.250,18.500,19.387,0,0,0,0
233,Park/Neutral,0.500,Off,7.141,13,98,Released,No,Inactive,Inactive,688,On,14.400,35,24.706,OK,344,00:01:26,654.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.627,14,772.569,525.174,811.632,91.146,14.318,On,0,2.449,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.780,Inactive,8.594,6.250,24.500,19.543,0,0,0,0
234,Park/Neutral,0.500,Off,7.242,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,25.882,OK,336,00:01:27,651.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.611,14,56.424,620.660,828.993,104.167,14.343,On,0,2.569,2.479,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.070,Inactive,8.594,6.250,24,19.543,0,0,0,0
235,Park/Neutral,0.500,Off,6.906,13,98,Released,No,Inactive,Inactive,688,On,14.200,35,25.490,OK,336,00:01:27,631.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.636,14,776.910,394.965,794.271,95.486,14.293,On,0,2.464,2.374,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.010,Inactive,8.594,6.250,19,19.543,0,0,0,0
236,Park/Neutral,0.500,Off,7.195,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,24.706,OK,336,00:01:27,665.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.681,14,820.312,238.715,789.931,108.507,14.393,On,0,2.359,2.269,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.830,Inactive,8.594,6.250,19.500,19.387,0,0,0,0
237,Park/Neutral,0.500,Off,6.969,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,25.490,OK,332,00:01:28,629.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.627,14,99.826,273.438,759.549,112.847,14.368,On,0,2.554,2.449,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8,Inactive,8.594,6.250,29,19.543,0,0,0,0
238,Park/Neutral,0.500,Off,7.289,13,98,Released,No,Inactive,Inactive,688,On,14.400,35,25.490,OK,340,00:01:28,655.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.645,14,221.354,295.139,807.292,99.826,14.318,On,0,2.509,2.419,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,7.930,Inactive,9.375,6.250,24.500,19.543,0,0,0,0
239,Park/Neutral,0.500,Off,7.203,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,25.098,OK,336,00:01:29,658.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.656,14,802.951,160.590,833.333,86.806,14.368,On,0,2.449,2.284,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.860,Inactive,9.375,4.688,23.500,19.543,0,0,0,0
240,Park/Neutral,0.500,Off,7.039,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,25.098,OK,344,00:01:29,652.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.667,14,802.951,156.250,668.403,104.167,14.417,On,0,2.419,2.269,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.850,Inactive,9.375,4.688,20.500,19.387,0,0,0,0
241,Park/Neutral,0.500,Off,7,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,24.706,OK,340,00:01:29,644,0,Venting,Not Run,OK,Not Run,On,98.931,1.651,14,820.312,199.653,86.806,78.125,14.417,On,0,2.494,2.389,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.760,Inactive,9.375,6.250,23.500,19.543,0,0,0,0
242,Park/Neutral,0.500,Off,7.203,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,24.706,OK,340,00:01:30,660.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.676,14,842.014,230.035,164.931,47.743,14.393,On,0,2.404,2.314,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.790,Inactive,9.375,6.250,21,19.387,0,0,0,0
243,Park/Neutral,0.500,Off,7.125,13,98,Released,No,Inactive,Inactive,688,On,14.400,35,24.706,OK,344,00:01:30,651.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,807.292,282.118,824.653,65.104,14.393,On,0,2.449,2.359,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.750,Inactive,9.375,6.250,24.500,19.387,0,0,0,0
244,Park/Neutral,0.500,Off,7.375,13,98,Released,No,Inactive,Inactive,688,On,14.400,35,25.490,OK,332,00:01:31,660.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.665,14,143.229,442.708,802.951,95.486,14.443,On,0,2.524,2.434,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.020,Inactive,9.375,6.250,21,19.543,0,0,0,0
245,Park/Neutral,0.500,Off,7.281,13,98,Released,No,Inactive,Inactive,688,On,14.400,35,24.314,OK,344,00:01:31,675,0,Venting,Not Run,OK,Not Run,On,98.931,1.627,14,824.653,490.451,828.993,82.465,14.393,On,0,2.344,2.239,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.660,Inactive,10.156,6.250,19.500,19.387,0,0,0,0
246,Park/Neutral,0.500,Off,6.438,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,25.098,OK,344,00:01:31,607.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.647,14,815.972,542.535,742.188,95.486,14.318,On,0,2.479,2.374,13,64,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.820,Inactive,10.156,6.250,25,19.387,0,0,0,0
247,Park/Neutral,0.500,Off,7.227,13,98,Released,No,Inactive,Inactive,688,On,14.300,35,25.098,OK,336,00:01:32,658.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.660,14,811.632,694.444,117.188,91.146,14.443,On,0,2.464,2.344,13,63,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,35,7.830,Inactive,10.156,6.250,22,19.387,0,0,0,0
248,Park/Neutral,0.500,Off,7.266,13,98,Released,No,Inactive,Inactive,688,On,14.500,35,25.490,OK,332,00:01:32,652,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,568.576,690.104,629.340,56.424,14.467,On,0,2.584,2.449,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,36,8.040,Inactive,10.938,7.031,24,19.543,0,0,0,0
