Row,5 Volt Reference 1 [V],5 Volt Reference 2 [V],Accelerator Pedal Position (APP) Indicated Angle [%],Barometric Pressure (BARO) [kPa],Camshaft Position (CMP) Active Counter [counts],Camshaft Position (CMP) Sensor [rpm],Crankshaft Position (CKP) Active Counter [counts],Crankshaft Position (CKP) Resync Counter [counts],Crankshaft Position (CKP) Sensor [rpm],Engine Coolant Temperature (ECT) Sensor [degree C],Engine Load [%],Engine Run Time,Engine Speed [rpm],Ignition 1 Signal [V],Intake Air Temperature (IAT) Sensor [degree C],Knock Detected Cylinder 1,Knock Detected Cylinder 2,Knock Detected Cylinder 3,Knock Detected Cylinder 4,Knock Detected Cylinder 5,Knock Detected Cylinder 6,Knock Detected Cylinder 7,Knock Detected Cylinder 8,Knock Retard [deg],Malfunction Indicator Lamp (MIL) Requested By DTC,Manifold Absolute Pressure (MAP) Sensor [kPa],Mass Air Flow (MAF) Sensor [g/s],Spark [deg],Throttle Position (TP) Indicated Angle [%],Torque Management Spark Retard [deg],Total Knock Retard [deg],Vehicle Speed Sensor [km/h]
445,5.043,5.065,0.500,98,88,551,251,0,530,93,20.392,00:06:50,538.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.150,17,17.551,0,0,0
446,5.043,5.043,0.500,98,98,534,49,0,532,94,19.608,00:06:51,529.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6.050,18,17.551,0,0,0
447,5.043,5.065,0.500,98,108,520,87,0,535,94,19.608,00:06:52,531.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,6.030,18.500,17.551,0,0,0
448,5.043,5.043,0.500,98,119,527,140,0,517,94,19.608,00:06:52,492.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,38,6.050,18.500,17.551,0,0,0
449,5.043,5.065,0.500,98,129,517,176,0,520,94,19.608,00:06:53,534.250,13.870,22,No,No,No,No,No,No,No,No,0,Yes,39,6.090,18.500,17.688,0,0,0
450,5.043,5.065,0.500,98,140,515,223,0,482,94,20,00:06:53,486.500,13.646,22,No,No,No,No,No,No,No,No,0,Yes,39,6.120,19,17.551,0,0,0
451,5.043,5.043,0.500,98,150,548,18,0,546,94,20,00:06:54,554.250,13.845,22,No,No,No,No,No,No,No,No,0,Yes,39,6.170,16.500,17.551,0,0,0
452,5.043,5.043,0.500,98,161,520,76,0,528,94,20,00:06:55,533,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,6.120,18.500,17.551,0,0,0
453,5.043,5.043,0.500,98,172,559,136,0,558,94,19.608,00:06:55,556.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,5.990,14,17.551,0,0,0
454,5.043,5.043,0.500,98,183,540,197,0,542,94,18.824,00:06:56,539.250,13.670,22,No,No,No,No,No,No,No,No,0,Yes,38,5.640,17.500,16.984,0,0,0
455,5.043,5.043,0.500,98,193,522,237,0,531,94,18.431,00:06:56,535.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,5.670,18,16.984,0,0,0
456,5.043,5.065,0.500,98,204,517,29,0,478,94,18.039,00:06:57,488.250,13.621,22,No,No,No,No,No,No,No,No,0,Yes,37,5.610,19,16.984,0,0,0
457,5.043,5.043,0.500,98,213,500,55,0,512,94,18.431,00:06:58,511.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,5.700,19,16.984,0,0,0
458,5.043,5.043,0.500,98,223,519,87,0,525,94,18.824,00:06:58,525.500,13.845,22,No,No,No,No,No,No,No,No,0,Yes,38,5.810,18.500,17.121,0,0,0
459,5.043,5.065,0.500,98,234,506,138,0,510,94,18.824,00:06:59,506,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,5.740,18.500,17.121,0,0,0
460,5.043,5.043,0.500,98,244,489,163,0,469,94,19.216,00:06:59,470.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,5.990,19.500,17.395,0,0,0
461,5.043,5.043,0.500,98,254,550,205,0,554,94,20,00:07:00,549.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,39,6.100,16,17.551,0,0,0
462,5.043,5.065,0.500,98,8,515,1,0,513,94,20,00:07:01,509.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,5.970,18.500,17.551,0,0,0
463,5.043,5.065,0.500,98,19,542,50,0,547,94,20,00:07:01,544.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6.040,17.500,17.551,0,0,0
464,5.043,5.043,0.500,98,29,483,91,0,489,94,19.608,00:07:02,502.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6.130,19.500,17.688,0,0,0
465,5.043,5.043,0.500,98,40,548,147,0,544,94,20.392,00:07:02,541.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6.160,16,17.688,0,0,0
466,5.043,5.065,0.500,98,50,513,196,0,514,94,19.216,00:07:03,512,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,5.990,18.500,17.395,0,0,0
467,5.043,5.065,0.500,98,61,517,242,0,524,94,19.216,00:07:04,523,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.030,18.500,17.395,0,0,0
468,5.043,5.065,0.500,98,71,513,26,0,513,94,19.216,00:07:04,511.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,5.960,18.500,17.395,0,0,0
469,5.043,5.043,0.500,98,81,504,61,0,510,94,18.824,00:07:05,518.250,13.795,22,No,No,No,No,No,No,No,No,0,Yes,39,5.890,18.500,17.395,0,0,0
470,5.043,5.065,0.500,98,91,512,97,0,509,94,19.608,00:07:05,490.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,39,5.980,18.500,17.395,0,0,0
471,5.043,5.043,0.500,98,102,530,141,0,545,94,20,00:07:06,541.250,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,5.990,18,17.551,0,0,0
472,5.043,5.065,0.500,98,112,502,186,0,497,94,19.608,00:07:07,494.250,13.621,22,No,No,No,No,No,No,No,No,0,Yes,39,6.010,19,17.551,0,0,0
473,5.043,5.043,0.500,98,122,522,223,0,524,94,19.608,00:07:07,522.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,6.020,18.500,17.551,0,0,0
474,5.043,5.043,0.500,98,133,526,18,0,526,94,19.608,00:07:08,528.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,6.070,18.500,17.551,0,0,0
475,5.043,5.043,0.500,98,143,496,56,0,498,94,20,00:07:08,505,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,6.020,19,17.551,0,0,0
476,5.043,5.043,0.500,98,153,565,102,0,568,94,20.784,00:07:09,565,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6.420,12.500,17.980,0,0,0
477,5.043,5.065,0.500,98,164,531,164,0,511,94,19.216,00:07:10,519.250,13.670,22,No,No,No,No,No,No,No,No,0,Yes,38,5.830,18.500,17.395,0,0,0
478,5.043,5.043,0.500,98,174,487,204,0,494,94,19.216,00:07:10,493.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,5.940,19.500,17.395,0,0,0
479,5.043,5.043,0.500,98,185,532,248,0,537,94,19.216,00:07:11,542.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,5.940,17.500,17.395,0,0,0
480,5.043,5.065,0.500,98,195,528,41,0,514,94,19.216,00:07:11,503.750,13.670,22,No,No,No,No,No,No,No,No,0,Yes,38,5.910,18.500,17.395,0,0,0
481,5.043,5.065,0.500,98,205,493,79,0,506,94,19.608,00:07:12,505.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,5.830,19,17.395,0,0,0
482,5.043,5.065,0.500,98,216,522,124,0,501,94,19.216,00:07:13,507.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,5.880,18.500,17.395,0,0,0
483,5.043,5.043,0.500,98,226,462,157,0,481,94,19.608,00:07:13,491.250,13.646,22,No,No,No,No,No,No,No,No,0,Yes,39,5.870,20.500,17.395,0,0,0
484,5.043,5.065,0.500,98,236,529,208,0,527,94,19.216,00:07:14,526,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,5.870,18,17.395,0,0,0
485,5.043,5.065,0.500,98,247,513,254,0,510,94,19.216,00:07:14,510.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,5.910,18.500,17.395,0,0,0
486,5.043,5.043,0.500,98,1,485,33,0,477,94,19.216,00:07:15,483,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,6.060,21,17.551,0,0,0
487,5.043,5.065,0.500,98,11,533,78,0,535,94,19.608,00:07:16,534,13.795,22,No,No,No,No,No,No,No,No,0,Yes,39,6.020,18,17.395,0,0,0
488,5.043,5.043,0.500,98,22,528,128,0,534,94,19.608,00:07:16,539.250,13.845,22,No,No,No,No,No,No,No,No,0,Yes,38,5.970,17.500,17.551,0,0,0
489,5.043,5.065,0.500,98,32,505,175,0,498,94,19.608,00:07:17,506,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,5.970,19,17.395,0,0,0
490,5.043,5.043,0.500,98,42,518,215,0,524,94,19.608,00:07:17,524,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6,18.500,17.395,0,0,0
491,5.043,5.043,0.500,98,53,514,3,0,503,94,19.608,00:07:18,511.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.060,19,17.395,0,0,0
492,5.043,5.043,0.500,98,63,524,50,0,523,94,19.608,00:07:19,522,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.030,18.500,17.551,0,0,0
493,5.043,5.043,0.500,98,73,507,87,0,508,94,19.608,00:07:19,521.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,39,6.050,18.500,17.551,0,0,0
494,5.043,5.043,0.500,98,84,552,139,0,538,94,19.608,00:07:20,536.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,38,6.040,15.500,17.551,0,0,0
495,5.043,5.043,0.500,98,94,505,183,0,502,94,19.608,00:07:20,507,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.070,18.500,17.551,0,0,0
496,5.043,5.043,0.500,98,105,541,228,0,549,94,20,00:07:21,546,13.670,22,No,No,No,No,No,No,No,No,0,Yes,39,6.130,17.500,17.688,0,0,0
497,5.043,5.043,0.500,98,115,553,29,0,547,94,20,00:07:22,531.500,13.546,22,No,No,No,No,No,No,No,No,0,Yes,38,6.160,15,17.688,0,0,0
498,5.043,5.065,0.500,98,126,488,67,0,506,94,20.392,00:07:22,502.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,39,6.120,19.500,17.688,0,0,0
499,5.043,5.065,0.500,98,136,551,122,0,543,94,20,00:07:23,549,13.795,22,No,No,No,No,No,No,No,No,0,Yes,38,6.040,16,17.688,0,0,0
500,5.043,5.065,0.500,98,147,497,169,0,495,94,19.216,00:07:23,495.250,13.646,22,No,No,No,No,No,No,No,No,0,Yes,39,5.930,19,17.551,0,0,0
501,5.043,5.065,0.500,98,157,525,218,0,522,94,19.216,00:07:24,530,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,5.910,18,17.551,0,0,0
502,5.043,5.065,0.500,98,167,482,246,0,486,94,19.216,00:07:25,483.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,5.850,20.500,17.395,0,0,0
503,5.043,5.043,0.500,98,177,549,34,0,562,94,19.216,00:07:25,561,13.820,22,No,No,No,No,No,No,No,No,0,Yes,38,5.990,16,17.551,0,0,0
504,5.043,5.065,0.500,98,188,519,86,0,520,94,19.608,00:07:26,513,13.646,22,No,No,No,No,No,No,No,No,0,Yes,38,6.010,18.500,17.395,0,0,0
505,5.043,5.043,0.500,98,198,508,119,0,512,94,19.608,00:07:26,509.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,5.980,18.500,17.551,0,0,0
506,5.043,5.043,0.500,98,208,528,170,0,527,94,19.608,00:07:27,524,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,5.870,18.500,17.395,0,0,0
507,5.043,5.065,0.500,98,219,492,206,0,500,94,19.608,00:07:28,496.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,5.950,19.500,17.551,0,0,0
508,5.043,5.043,0.500,98,229,524,250,0,531,94,19.216,00:07:28,529,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,6.060,18.500,17.551,0,0,0
509,5.043,5.065,0.500,98,239,515,37,0,510,94,19.608,00:07:29,491.250,13.646,22,No,No,No,No,No,No,No,No,0,Yes,38,6.030,18.500,17.551,0,0,0
510,5.043,5.043,0.500,98,249,517,73,0,531,94,20.392,00:07:29,530.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,6.130,18.500,17.688,0,0,0
511,5.043,5.065,0.500,98,4,541,134,0,534,94,20,00:07:30,541.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,6.220,17.500,17.688,0,0,0
512,5.043,5.065,0.500,98,15,513,182,0,514,94,19.608,00:07:31,513.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,5.990,18.500,17.551,0,0,0
513,5.043,5.065,0.500,98,25,534,228,0,539,94,19.608,00:07:31,537.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,5.920,18,17.551,0,0,0
514,5.043,5.043,0.500,98,36,520,19,0,491,94,19.216,00:07:32,492.250,13.571,22,No,No,No,No,No,No,No,No,0,Yes,38,5.970,18.500,17.551,0,0,0
515,5.043,5.065,0.500,98,46,500,55,0,511,94,19.608,00:07:32,518.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,5.950,18.500,17.551,0,0,0
516,5.043,5.065,0.500,98,56,519,100,0,518,94,19.608,00:07:33,516.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,5.990,18,17.551,0,0,0
517,5.043,5.065,0.500,98,66,513,145,0,515,94,19.608,00:07:34,514.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,6,18.500,17.551,0,0,0
518,5.043,5.043,0.500,98,76,501,181,0,506,94,19.608,00:07:34,502.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,5.960,19,17.551,0,0,0
519,5.043,5.065,0.500,98,87,528,233,0,524,94,19.608,00:07:35,524.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,6.020,18,17.551,0,0,0
520,5.043,5.065,0.500,98,100,525,111,0,537,94,19.608,00:07:36,534.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,6.020,18,17.551,0,0,0
521,5.043,5.043,0.500,98,111,542,167,0,533,94,19.608,00:07:36,521.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,38,6.080,17,17.551,0,0,0
522,5.043,5.065,0.500,98,122,518,214,0,526,94,20,00:07:37,529.250,13.795,22,No,No,No,No,No,No,No,No,0,Yes,38,6.040,18,17.551,0,0,0
523,5.043,5.043,0.500,98,132,520,6,0,510,94,20,00:07:37,521.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6.050,18.500,17.551,0,0,0
524,5.043,5.065,0.500,98,143,514,54,0,515,94,19.608,00:07:38,518,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6.030,18.500,17.551,0,0,0
525,5.043,5.043,0.500,98,153,521,97,0,525,94,19.608,00:07:39,524,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,6.120,18.500,17.551,0,0,0
526,5.043,5.065,0.500,98,163,512,140,0,499,94,19.608,00:07:39,489,13.621,22,No,No,No,No,No,No,No,No,0,Yes,39,6.120,18.500,17.551,0,0,0
527,5.043,5.043,0.500,98,174,529,187,0,538,94,20,00:07:40,541.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,38,6.060,17.500,17.551,0,0,0
528,5.043,5.043,0.500,98,184,524,236,0,516,94,20,00:07:40,525.750,13.795,22,No,No,No,No,No,No,No,No,0,Yes,38,6.020,18.500,17.551,0,0,0
529,5.043,5.065,0.500,98,195,525,32,0,525,94,20,00:07:41,520.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,6.040,18,17.551,0,0,0
530,5.043,5.065,0.500,98,205,496,75,0,499,94,19.608,00:07:42,511.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,6.030,19,17.551,0,0,0
531,5.043,5.065,0.500,98,216,529,121,0,537,94,19.608,00:07:42,540.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,6.080,17.500,17.551,0,0,0
532,5.043,5.065,0.500,98,226,531,179,0,540,94,19.608,00:07:43,538.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.140,18,17.551,0,0,0
533,5.043,5.065,0.500,98,237,521,232,0,526,94,20,00:07:43,523.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,6.030,18.500,17.551,0,0,0
534,5.043,5.043,0.500,98,247,521,16,0,519,94,19.608,00:07:44,516.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,6.140,18.500,17.551,0,0,0
535,5.043,5.043,0.500,98,2,517,64,0,533,94,20,00:07:45,531.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6.060,18.500,17.551,0,0,0
536,5.043,5.043,0.500,98,12,503,104,0,508,94,20,00:07:45,504.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,39,6.090,18.500,17.551,0,0,0
537,5.043,5.043,0.500,98,23,549,159,0,546,94,19.608,00:07:46,552.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,38,6.010,16,17.551,0,0,0
538,5.043,5.065,0.500,98,33,495,202,0,503,94,19.608,00:07:46,501,13.720,22,No,No,No,No,No,No,No,No,0,Yes,39,6.130,20,17.688,0,0,0
539,5.043,5.065,0.500,98,44,544,250,0,530,94,19.608,00:07:47,531,13.670,22,No,No,No,No,No,No,No,No,0,Yes,38,6.080,16.500,17.551,0,0,0
540,5.043,5.065,0.500,98,54,522,47,0,514,94,19.608,00:07:48,517.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6.140,18.500,17.551,0,0,0
541,5.043,5.043,0.500,98,64,527,86,0,542,94,19.608,00:07:48,540.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6.060,18,17.551,0,0,0
542,5.043,5.043,0.500,98,75,543,145,0,537,94,20,00:07:49,523.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.100,17,17.551,0,0,0
543,5.043,5.043,0.500,98,86,516,188,0,526,94,20,00:07:49,523.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,6.040,18.500,17.551,0,0,0
544,5.043,5.065,0.500,98,96,516,238,0,502,94,20,00:07:50,499,13.571,22,No,No,No,No,No,No,No,No,0,Yes,38,5.920,18.500,17.551,0,0,0
545,5.043,5.043,0.500,98,107,545,32,0,546,94,19.608,00:07:51,542,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.020,17,17.551,0,0,0
546,5.043,5.043,0.500,98,117,501,71,0,505,94,19.608,00:07:51,503.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6.120,19,17.551,0,0,0
547,5.043,5.043,0.500,98,127,540,123,0,532,94,19.608,00:07:52,522.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.110,17.500,17.551,0,0,0
548,5.043,5.065,0.500,98,138,521,168,0,535,94,20,00:07:52,532.750,13.795,22,No,No,No,No,No,No,No,No,0,Yes,39,6.050,18.500,17.551,0,0,0
549,5.043,5.065,0.500,98,148,530,215,0,525,94,20,00:07:53,535.750,13.870,22,No,No,No,No,No,No,No,No,0,Yes,38,6.090,18,17.551,0,0,0
550,5.043,5.065,0.500,98,159,537,15,0,538,94,20,00:07:54,536,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6,17.500,17.551,0,0,0
551,5.043,5.043,0.500,98,169,494,51,0,504,94,19.608,00:07:54,501.250,13.820,22,No,No,No,No,No,No,No,No,0,Yes,39,6.030,19,17.551,0,0,0
552,5.043,5.043,0.500,98,180,554,104,0,531,94,19.608,00:07:55,536.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,6.090,17,17.551,0,0,0
553,5.043,5.065,0.500,98,190,543,156,0,551,94,19.608,00:07:55,550,13.795,22,No,No,No,No,No,No,No,No,0,Yes,38,6.100,17,17.551,0,0,0
554,5.043,5.065,0.500,98,201,531,215,0,529,94,18.824,00:07:56,539.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,37,5.830,18,17.395,0,0,0
555,5.043,5.043,0.500,98,212,523,6,0,499,94,18.431,00:07:57,505.750,13.646,22,No,No,No,No,No,No,No,No,0,Yes,37,5.720,18.500,17.258,0,0,0
556,5.043,5.065,0.500,98,222,500,41,0,505,94,18.824,00:07:57,508.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,5.720,18.500,17.258,0,0,0
557,5.043,5.065,0.500,98,232,508,74,0,474,94,18.431,00:07:58,481.750,13.596,22,No,No,No,No,No,No,No,No,0,Yes,38,5.740,19.500,17.258,0,0,0
558,5.043,5.043,0.500,98,242,497,112,0,514,94,18.431,00:07:58,512,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,5.720,19,17.258,0,0,0
559,5.043,5.065,0.500,98,252,498,138,0,484,94,19.608,00:07:59,484.250,13.670,22,No,No,No,No,No,No,No,No,0,Yes,40,6.020,19,17.551,0,0,0
560,5.043,5.043,0.500,98,7,610,204,0,634,94,20.392,00:08:00,635,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,6.310,17,17.824,0,0,0
561,5.043,5.065,0.500,98,19,633,59,0,624,94,22.353,00:08:00,613.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,37,6.840,9,18.391,0,0,0
562,5.043,5.043,0.500,98,31,546,146,0,546,94,20.392,00:08:01,529,13.621,22,No,No,No,No,No,No,No,No,0,Yes,39,6.530,17.500,17.980,0,0,0
563,5.043,5.043,17.375,98,42,686,218,0,716,94,64.706,00:08:01,747.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,60,20.100,13,26.926,0,4.043,0
564,5.043,5.043,16.145,98,65,1378,115,0,1383,94,54.510,00:08:02,1384,13.720,22,No,No,No,No,No,No,No,No,0,Yes,63,24.620,28,28.625,0,0,1
565,5.043,5.043,16.262,98,90,1152,75,0,1154,94,48.627,00:08:03,1148.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,52,23.130,30,27.629,0,0,2
566,5.043,5.065,22.062,98,115,1357,31,0,1365,94,59.608,00:08:03,1364.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,64,31.770,26.500,31.047,0,0,3
567,5.043,5.065,21.887,98,143,1400,69,0,1396,94,60.392,00:08:04,1398.750,13.795,22,No,No,No,No,No,No,No,No,0,Yes,64,33.100,26.500,31.477,0,0,5
568,5.043,5.065,20.871,98,171,1392,113,0,1392,94,60.784,00:08:04,1390,13.770,22,No,No,No,No,No,No,No,No,0,Yes,64,32.250,26.500,31.340,0,0,7
569,5.043,5.065,19.016,98,198,1321,133,0,1320,94,55.294,00:08:05,1316.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,60,28.670,27.500,29.914,0,0,9
570,5.043,5.065,0.500,98,224,1163,100,0,1141,94,28.235,00:08:06,1123.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,44,12.450,35.500,22.512,0,0,10
571,5.043,5.065,0.500,98,243,886,147,0,869,94,33.333,00:08:06,868.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,40,11.350,19,21.809,0,0,9
572,5.043,5.065,13.234,98,4,925,136,0,939,94,50.980,00:08:07,943.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,51,18.670,21.500,25.930,0,0,7
573,5.043,5.043,13.605,98,26,1136,242,0,1133,94,49.020,00:08:07,1141.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,54,21.290,27.500,27.062,0,0,7
574,5.043,5.065,13.938,98,49,1154,145,0,1157,94,49.804,00:08:08,1157.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,53,21.820,28,27.355,0,0,7
575,5.043,5.043,15.617,98,73,1218,68,0,1221,94,52.157,00:08:09,1219.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,57,24.890,27.500,28.352,0,0,7
576,5.043,5.043,21.047,98,98,1357,38,0,1369,94,61.569,00:08:09,1368,13.720,22,No,No,No,No,No,No,Yes,No,0,Yes,65,32.550,26,31.477,0,0,8
577,5.043,5.043,19.172,98,125,1349,67,0,1357,94,59.608,00:08:10,1350.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,62,30.330,27,30.617,0,0,9
578,5.043,5.043,15.480,98,152,1316,75,0,1306,94,52.941,00:08:10,1309.500,13.720,21,No,No,Yes,No,No,No,No,No,0,Yes,59,25.390,28,28.918,0,0,10
579,5.043,5.065,0.500,98,176,1011,242,0,1000,94,33.725,00:08:11,988.250,13.770,21,No,No,No,No,No,No,No,No,0,Yes,42,12.430,34.500,22.668,0,0,10
580,5.043,5.043,0.500,98,194,883,6,0,876,94,37.255,00:08:12,876.750,13.746,21,No,No,No,No,No,No,No,No,0,Yes,43,12.720,15,22.668,0,0,8
581,5.043,5.043,0.500,98,211,852,251,0,856,94,34.118,00:08:12,849.500,13.746,21,No,No,No,No,No,No,No,No,0,Yes,42,11.360,17,21.809,0,0,7
582,5.043,5.065,12.551,98,228,864,227,0,870,94,51.765,00:08:13,879.750,13.770,21,No,No,No,No,No,No,No,No,0,Yes,49,17.550,19,25.500,0,0,5
583,5.043,5.065,20.031,98,249,1213,71,0,1229,94,60,00:08:13,1235.250,13.770,21,No,No,No,No,No,No,No,No,0,Yes,61,28.990,24,30.188,0,0,4
584,5.043,5.065,20.559,98,20,1407,87,0,1410,94,58.824,00:08:14,1410.750,13.720,21,No,No,No,No,No,No,No,No,0,Yes,64,31.890,27,31.184,0,0,6
585,5.043,5.043,19.816,98,48,1374,125,0,1375,94,58.431,00:08:15,1373.250,13.720,21,No,No,No,No,No,No,No,No,0,Yes,63,31.310,27,30.910,0,0,8
586,5.043,5.043,0.500,98,75,1282,135,0,1265,94,29.412,00:08:15,1237,13.720,21,No,No,No,No,Yes,No,No,No,0,Yes,48,13.610,33.500,23.234,0,0,9
587,5.043,5.065,0.500,98,95,915,213,0,919,94,35.294,00:08:16,907.500,13.670,21,No,No,No,No,Yes,No,No,No,0,Yes,42,12.620,19.500,22.512,0,0,8
588,5.043,5.065,0.500,98,113,856,208,0,863,94,34.902,00:08:16,859.500,13.670,21,No,No,No,No,No,No,No,No,0,Yes,43,11.180,16,21.379,0,0,7
589,5.043,5.065,0.500,98,130,837,186,0,839,94,33.333,00:08:17,837.750,13.696,21,No,No,No,No,No,No,No,No,0,Yes,42,11.020,17.500,21.516,0,0,4
590,5.043,5.065,0.500,98,146,806,150,0,807,94,30.980,00:08:18,801,13.670,21,No,No,No,No,No,No,No,No,0,Yes,40,8.300,19,19.113,0,0,1
591,5.043,5.065,0.500,98,160,640,52,0,623,94,25.490,00:08:18,631.500,13.696,21,No,No,No,No,No,No,No,No,0,Yes,38,7.800,14,19.113,0,0,0
592,5.043,5.043,0.500,98,173,600,152,0,603,94,23.529,00:08:19,599.250,13.696,21,No,No,No,No,No,No,No,No,0,Yes,38,7.120,17,18.547,0,0,0
593,5.043,5.065,0.500,98,186,693,30,0,689,94,22.353,00:08:19,681.750,13.646,21,No,No,No,No,No,No,No,No,0,Yes,37,7.370,4.500,18.820,0,0,0
594,5.043,5.065,0.500,98,197,559,105,0,578,94,27.843,00:08:20,576,13.670,21,No,No,No,No,No,No,No,No,0,Yes,43,8.520,13,19.680,0,0,0
595,5.043,5.065,0.500,98,209,588,191,0,584,94,27.059,00:08:21,592.250,13.795,21,No,No,No,No,No,No,No,No,0,Yes,43,8.210,8.500,19.543,0,0,0
